Warehouse_ID,Warehouse_Name,Warehouse_Type,City,State,Pincode,Area_sqft,Capacity_tons,Current_Stock_tons,Manager_Name,Manager_Phone,Established_Year,Cold_Storage,Operational_Status,Monthly_Cost_INR,Carrier_ID
WH03958,Sambalpur Mother Warehouse 3958,Transit Depot,Sambalpur,Odisha,362291,243148,8545,4982,Manager_497,9993181580,2018,TRUE,Inactive,N/A,CAR010
WH03959,Dhanbad Transit Depot 3959,Fulfillment Center,Dhanbad,Jharkhand,377620,168202,6613,6592,Manager_365,9157610324,2002,FALSE,Expanding,2442481.64,CAR015
WH03960,Rohtak Transit Depot 3960,Dark Store,Rohtak,Haryana,455745,140723,2549,6727,Manager_369,9763575513,2007,FALSE,Under Maintenance,4606451.14,CAR007
WH03961,Mangaluru Dark Store 3961,Hub,Mangaluru,Karnataka,555704,54025,7399,8310,Manager_438,9721319998,2020,TRUE,Under Maintenance,3127521.55,CAR003
WH03962,Roorkee Transit Depot 3962,Mother Warehouse,Roorkee,Uttarakhand,862433,135879,3355,6460,Manager_62,9462342718,2019,FALSE,Inactive,2595001.12,CAR014
WH03963,Ambala Transit Depot 3963,Hub,Ambala,Haryana,885833,109545,6846,8182,Manager_96,,2003,FALSE,Under Maintenance,Confidential,CAR003
WH03964,Bhubaneswar Transit Depot 3964,Hub,Bhubaneswar,Odisha,727347,244849,9277,3725,Manager_86,9389479336,2008,FALSE,Inactive,2299498.42,CAR008
WH03965,Howrah Fulfillment Center 3965,Spoke,Howrah,West Bengal,318154,62959,8062,7897,Manager_358,9682198179,2016,TRUE,Inactive,2032192.28,CAR013
WH03966,Nashik Cold Storage 3966,Spoke,Nashik,Maharashtra,478223,278457,8996,,Manager_20,9421006880,2007,FALSE,Inactive,894200.67,CAR009
WH03967,Solan Fulfillment Center 3967,Hub,Solan,Himachal Pradesh,657659,135805,1630,3762,Manager_290,9504659792,2024,TRUE,Expanding,2432239.67,CAR002
WH03968,Bokaro Dark Store 3968,Hub,Bokaro,Jharkhand,888391,37727,2882,3524,Manager_145,,2007,FALSE,Active,441303.72,CAR002
WH03969,Thiruvananthapuram Fulfillment Center 3969,Mother Warehouse,Thiruvananthapuram,Kerala,538509,114473,9679,7079,Manager_308,9765440800,2002,FALSE,Active,4759219.96,CAR008
WH03970,Bhagalpur Fulfillment Center 3970,Cold Storage,Bhagalpur,Bihar,624025,291130,8515,8303,Manager_371,9112561955,2019,FALSE,Expanding,4504525.26,CAR015
WH03971,Ahmedabad Spoke 3971,Hub,Ahmedabad,Gujarat,850425,163312,9423,7375,Manager_109,9886577775,2020,TRUE,Inactive,Confidential,CAR007
WH03972,Varanasi Spoke 3972,Hub,Varanasi,Uttar Pradesh,131622,147271,5906,4093,Manager_103,9162826609,2009,TRUE,Under Maintenance,1586288.64,CAR004
WH03973,Mapusa Mother Warehouse 3973,Mother Warehouse,Mapusa,Goa,666698,297731,5263,7599,Manager_147,9297477908,2023,FALSE,Under Maintenance,304712.18,CAR005
WH03974,Noida Fulfillment Center 3974,Dark Store,Noida,Delhi,252857,65929,5577,7582,Manager_446,9672619666,2024,FALSE,Under Maintenance,218590.66,CAR009
WH03975,Ponda Dark Store 3975,Hub,Ponda,Goa,851436,266570,9223,5257,Manager_464,9182987097,2018,FALSE,Active,309830,CAR004
WH03976,Dwarka Mother Warehouse 3976,Transit Depot,Dwarka,Delhi,334567,80793,4673,516,Manager_346,9807445269,2014,TRUE,Active,791033.51,CAR002
WH03977,Rohtak Dark Store 3977,Spoke,Rohtak,Haryana,390739,81106,7796,,Manager_408,9726470289,2003,TRUE,Expanding,2153852.06,CAR013
WH03978,Bokaro Transit Depot 3978,Transit Depot,Bokaro,Jharkhand,879489,167192,2444,4316,Manager_216,9258149740,2014,FALSE,Expanding,2377536.18,CAR006
WH03979,Ahmedabad Dark Store 3979,Mother Warehouse,Ahmedabad,Gujarat,641688,101163,4902,6639,Manager_435,9742931977,2005,FALSE,Active,4123737.24,CAR009
WH03980,Jabalpur Hub 3980,Transit Depot,Jabalpur,Madhya Pradesh,,134116,149,5756,Manager_140,9683674594,2019,FALSE,Inactive,1227655.05,CAR004
WH03981,Bhubaneswar Transit Depot 3981,Hub,Bhubaneswar,Odisha,440376,92226,9826,,Manager_40,9135629942,2008,TRUE,Active,4005420.14,CAR006
WH03982,Nashik Spoke 3982,Transit Depot,Nashik,Maharashtra,332031,274097,4771,7096,Manager_458,9854861924,2003,FALSE,Under Maintenance,4087831.88,CAR004
WH03983,Bathinda Mother Warehouse 3983,Hub,Bathinda,Punjab,710690,158888,9225,2660,Manager_372,9146231792,2011,FALSE,Inactive,864421.99,CAR013
WH03984,Kochi Hub 3984,Spoke,Kochi,Kerala,947902,104972,714,5008,Manager_392,9409031659,2019,FALSE,Under Maintenance,4514345.21,CAR005
WH03985,Kolkata Dark Store 3985,Dark Store,Kolkata,West Bengal,203750,142572,2021,1969,Manager_70,9751642591,2010,TRUE,Expanding,4570650.05,CAR012
WH03986,Bokaro Spoke 3986,Dark Store,Bokaro,Jharkhand,960278,210047,1186,,Manager_239,9266034269,2020,TRUE,Under Maintenance,442225.99,CAR009
WH03987,Jodhpur Mother Warehouse 3987,Hub,Jodhpur,Rajasthan,700597,235754,8812,4515,Manager_480,9505793943,1998,TRUE,Active,1137792.61,CAR013
WH03988,Faridabad Spoke 3988,Mother Warehouse,Faridabad,Haryana,952947,149901,6400,8423,Manager_283,9806885232,2003,FALSE,Active,2976153.26,CAR013
WH03989,Mandi Cold Storage 3989,Mother Warehouse,Mandi,Himachal Pradesh,403780,110901,4081,3465,Manager_384,9467703352,2003,FALSE,Inactive,1180832.49,CAR009
WH03990,Gurugram Dark Store 3990,Hub,Gurugram,Delhi,196841,N/A,8587,4378,Manager_32,9612598361,2003,TRUE,Inactive,2480550.41,CAR010
WH03991,Berhampur Mother Warehouse 3991,Fulfillment Center,Berhampur,Odisha,259333,35114,8240,6073,Manager_455,9303425266,2009,FALSE,Under Maintenance,2868586.52,CAR011
WH03992,Dharamshala Hub 3992,Cold Storage,Dharamshala,Himachal Pradesh,935627,109333,8764,5015,Manager_236,9882719846,2015,FALSE,Under Maintenance,4714241.15,CAR006
WH03993,Ahmedabad Transit Depot 3993,Dark Store,Ahmedabad,Gujarat,235324,N/A,7251,5837,Manager_304,9502450277,2014,TRUE,Active,1968982.78,CAR008
WH03994,Bengaluru Hub 3994,Transit Depot,Bengaluru,Karnataka,674340,262848,209,7011,Manager_330,9278928279,1998,TRUE,Inactive,359934.98,CAR004
WH03995,Gurugram Fulfillment Center 3995,Dark Store,Gurugram,Delhi,688582,171964,1005,2327,Manager_414,9273024752,2024,TRUE,Inactive,1515465.59,CAR010
WH03996,Margao Hub 3996,Fulfillment Center,Margao,Goa,126004,83245,653,6038,Manager_125,,2003,FALSE,Expanding,4648200.57,CAR002
WH03997,Rishikesh Fulfillment Center 3997,Fulfillment Center,Rishikesh,Uttarakhand,268108,182104,8486,1912,Manager_494,9475511710,2021,Y,Expanding,1750798.31,CAR010
WH03998,Tezpur Hub 3998,Transit Depot,Tezpur,Assam,986317,58052,9767,969,Manager_250,9478848567,2015,FALSE,Expanding,1059479.56,CAR009
WH03999,Ambala Cold Storage 3999,Transit Depot,Ambala,Haryana,975859,18755,8190,679,Manager_459,9564010733,1999,FALSE,Inactive,995948.32,CAR002
WH04000,Rourkela Cold Storage 4000,Cold Storage,Rourkela,Odisha,486477,241944,6022,,Manager_3,9796861937,2002,FALSE,Active,2702899.31,CAR002
WH04001,Haridwar Hub 4001,Dark Store,Haridwar,Uttarakhand,906123,184062,4834,8480,Manager_181,9295617731,2007,FALSE,Under Maintenance,4100018.09,CAR001
WH04002,Mumbai Spoke 4002,Spoke,Mumbai,Maharashtra,619980,100036,8815,7875,Manager_412,9392738428,2024,FALSE,Inactive,1554505.9,CAR004
WH04003,Patna Mother Warehouse 4003,Spoke,Patna,Bihar,262911,207353,2795,6535,Manager_260,,2024,FALSE,Expanding,2674135.04,CAR012
WH04004,Dehradun Mother Warehouse 4004,Mother Warehouse,Dehradun,Uttarakhand,677784,144633,5143,5927,Manager_80,9541170949,2014,TRUE,Inactive,4210089.07,CAR001
WH04005,Gurugram Spoke 4005,Transit Depot,Gurugram,Haryana,499256,N/A,9874,,Manager_368,9213725844,1998,TRUE,Under Maintenance,3427851.12,CAR015
WH04006,Mandi Mother Warehouse 4006,Cold Storage,Mandi,Himachal Pradesh,437991,101347,4673,251,Manager_51,9872374763,2010,FALSE,Active,269441.66,CAR003
WH04007,Dehradun Hub 4007,Dark Store,Dehradun,Uttarakhand,789247,74467,7251,4778,Manager_72,9813209409,2021,TRUE,Expanding,2165341.91,CAR014
WH04008,Bhopal Cold Storage 4008,Spoke,Bhopal,Madhya Pradesh,594835,103494,3560,8276,Manager_161,9234754154,2009,TRUE,Active,--,CAR011
WH04009,Solan Dark Store 4009,Transit Depot,Solan,Himachal Pradesh,879025,106689,8148,45,Manager_164,9206946420,2000,FALSE,Under Maintenance,2096447.87,CAR001
WH04010,Surat Fulfillment Center 4010,Mother Warehouse,Surat,Gujarat,830630,1889,6314,6051,Manager_14,9672441095,2022,FALSE,Under Maintenance,2998954.72,CAR006
WH04011,Ujjain Fulfillment Center 4011,Fulfillment Center,Ujjain,Madhya Pradesh,544758,83844,9738,7541,Manager_379,9905906132,2001,FALSE,Expanding,50857.13,CAR011
WH04012,Nashik Spoke 4012,Mother Warehouse,Nashik,Maharashtra,217887,244931,8673,4462,Manager_107,9483996638,2013,TRUE,Under Maintenance,2017001.3,CAR009
WH04013,Mysuru Spoke 4013,Fulfillment Center,Mysuru,Karnataka,127939,188347,9886,7842,Manager_87,9567679033,2020,FALSE,Inactive,3775464.54,CAR015
WH04014,Warangal Mother Warehouse 4014,Spoke,Warangal,Telangana,340378,65821,5256,1066,Manager_93,9552381751,2009,TRUE,Inactive,1493206.02,CAR002
WH04015,Mandi Dark Store 4015,Mother Warehouse,Mandi,Himachal Pradesh,378193,237499,6032,2578,Manager_330,9298377027,2004,TRUE,Under Maintenance,3400231.61,CAR004
WH04016,Gurugram Spoke 4016,Fulfillment Center,Gurugram,Haryana,787894,3274,6976,4154,Manager_243,9830656218,2024,FALSE,Active,4562818.32,CAR009
WH04017,Jaipur Transit Depot 4017,Transit Depot,Jaipur,Rajasthan,392751,163694,3991,58,Manager_105,9924050468,2021,TRUE,Active,276910.99,CAR008
WH04018,Darbhanga Mother Warehouse 4018,Cold Storage,Darbhanga,Bihar,931217,186233,6594,2539,Manager_480,9154410039,2009,FALSE,Expanding,2979379.2,CAR011
WH04019,Panaji Transit Depot 4019,Cold Storage,Panaji,Goa,620306,221700,9119,1984,Manager_354,9119252057,2004,TRUE,Inactive,1742549.78,CAR013
WH04020,Bathinda Spoke 4020,Mother Warehouse,Bathinda,Punjab,640903,13251,1282,8476,Manager_106,9833262503,2022,FALSE,Active,293171.27,CAR005
WH04021,Guwahati Spoke 4021,Cold Storage,Guwahati,Assam,885763,117169,7373,3672,Manager_494,9173256496,2001,TRUE,Expanding,1926683.69,CAR003
WH04022,Sambalpur Mother Warehouse 4022,Cold Storage,Sambalpur,Odisha,957096,111496,9572,5285,Manager_146,9866972851,2009,TRUE,Inactive,819127.76,CAR006
WH04023,Haldwani Cold Storage 4023,Transit Depot,Haldwani,Uttarakhand,457541,197648,7754,7043,Manager_271,9406821743,2002,FALSE,Inactive,3263129.33,CAR006
WH04024,Dibrugarh Hub 4024,Cold Storage,Dibrugarh,Assam,925552,191519,1624,4613,Manager_197,,2005,TRUE,Under Maintenance,4833721.06,CAR009
WH04025,Warangal Spoke 4025,Hub,Warangal,Telangana,623547,149993,354,4713,Manager_1,9419467344,2018,TRUE,Expanding,3971415.03,CAR010
WH04026,Guwahati Hub 4026,Cold Storage,Guwahati,Assam,245080,290591,3115,2086,Manager_34,9719258964,2022,FALSE,Active,3015309.59,CAR006
WH04027,Agra Transit Depot 4027,Cold Storage,Agra,Uttar Pradesh,577739,267492,970,4804,Manager_313,9450179998,2019,FALSE,Expanding,1962401.91,CAR003
WH04028,Bhubaneswar Transit Depot 4028,Fulfillment Center,Bhubaneswar,Odisha,558971,163915,1201,3857,Manager_350,,2023,TRUE,Inactive,683746.55,CAR013
WH04029,Varanasi Fulfillment Center 4029,Cold Storage,Varanasi,Uttar Pradesh,910359,unknown,737,,Manager_331,9571227384,2016,TRUE,Inactive,1184780.34,CAR012
WH04030,Jabalpur Hub 4030,Mother Warehouse,Jabalpur,Madhya Pradesh,199413,164870,6551,5163,Manager_198,9516840205,2020,FALSE,Under Maintenance,1330860.26,CAR012
WH04031,Solan Hub 4031,Transit Depot,Solan,Himachal Pradesh,303296,282691,1741,8187,Manager_69,9624315068,2003,FALSE,Expanding,1617361.87,CAR002
WH04032,Bengaluru Hub 4032,Hub,Bengaluru,Karnataka,523699,TBD,6645,2516,Manager_155,9152214303,2001,TRUE,Inactive,897667.91,CAR004
WH04033,Rajkot Dark Store 4033,Spoke,Rajkot,Gujarat,249646,214284,2627,5661,Manager_429,9728528968,2009,FALSE,Inactive,435946.02,CAR013
WH04034,Rourkela Transit Depot 4034,Transit Depot,Rourkela,Odisha,390783,130869,2168,2374,Manager_292,9985153180,2006,TRUE,Expanding,54331.62,CAR002
WH04035,Rajkot Dark Store 4035,Spoke,Rajkot,Gujarat,206050,32202,4078,2352,Manager_153,9430908061,2022,FALSE,Expanding,1650276.18,CAR006
WH04036,Aurangabad Hub 4036,Hub,Aurangabad,Maharashtra,599730,--,6088,2512,Manager_498,9642506511,2003,TRUE,Inactive,159117.97,CAR007
WH04037,Roorkee Fulfillment Center 4037,Fulfillment Center,Roorkee,Uttarakhand,165116,120928,5548,8464,Manager_17,9227941073,2003,TRUE,Under Maintenance,4510681.03,CAR012
WH04038,Deoghar Spoke 4038,Spoke,Deoghar,Jharkhand,509824,295338,3331,3454,Manager_242,9263408949,2023,FALSE,Inactive,2438908.61,CAR015
WH04039,Patiala Hub 4039,Transit Depot,Patiala,Punjab,577762,212904,9525,4528,Manager_133,9250087055,2021,FALSE,Active,1354883.26,CAR007
WH04040,Dharamshala Mother Warehouse 4040,Spoke,Dharamshala,Himachal Pradesh,222943,137900,5593,7333,Manager_16,9370683187,2000,TRUE,Inactive,4486213.64,CAR002
WH04041,Meerut Cold Storage 4041,Dark Store,Meerut,Uttar Pradesh,686917,199907,4849,6370,Manager_303,9485542738,2000,FALSE,Expanding,4088412.9,CAR003
WH04042,Bokaro Dark Store 4042,Transit Depot,Bokaro,Jharkhand,479633,73230,9718,6193,Manager_101,9968348358,2002,FALSE,Under Maintenance,4669539.35,CAR003
WH04043,Durgapur Mother Warehouse 4043,Fulfillment Center,Durgapur,West Bengal,716630,95190,86,5880,Manager_129,9248351886,2022,FALSE,Active,2763573.51,CAR007
WH04044,Rajkot Hub 4044,Dark Store,Rajkot,Gujarat,377094,142531,4874,8544,Manager_287,9173031327,2009,FALSE,Under Maintenance,1504595.85,CAR003
WH04045,Shimla Mother Warehouse 4045,Dark Store,Shimla,Himachal Pradesh,244663,98460,8003,1493,Manager_230,9332247061,2021,FALSE,Under Maintenance,4806441.62,CAR002
WH04046,Gaya Dark Store 4046,Spoke,Gaya,Bihar,788868,263874,8847,,Manager_74,9532851498,2009,TRUE,Expanding,4496857.59,CAR005
WH04047,Dwarka Cold Storage 4047,Mother Warehouse,Dwarka,Delhi,240368,TBD,3713,1311,Manager_126,9166639619,2021,FALSE,Active,280542.32,CAR012
WH04048,Bengaluru Spoke 4048,Spoke,Bengaluru,Karnataka,589514,108979,9662,6142,Manager_468,9325578156,1998,FALSE,Active,3498688.83,CAR005
WH04049,Gaya Mother Warehouse 4049,Fulfillment Center,Gaya,Bihar,297473,68053,6027,3069,Manager_445,9782805973,2009,TRUE,Expanding,1544868.81,CAR003
WH04050,Jamshedpur Spoke 4050,Dark Store,Jamshedpur,Jharkhand,525619,287587,1074,2447,Manager_161,9944735842,2021,TRUE,Expanding,2419946.84,CAR004
WH04051,Jorhat Mother Warehouse 4051,Spoke,Jorhat,Assam,191974,126571,784,2304,Manager_339,9901299898,2010,TRUE,Active,N/A,CAR015
WH04052,Salem Dark Store 4052,Transit Depot,Salem,Tamil Nadu,532943,299806,8841,4354,Manager_358,9770090712,2015,TRUE,Inactive,1182204.5,CAR007
WH04053,Haridwar Mother Warehouse 4053,Spoke,Haridwar,Uttarakhand,565205,48004,5803,,Manager_217,9117360920,2000,TRUE,Active,1537665.11,CAR006
WH04054,Bhagalpur Hub 4054,Hub,Bhagalpur,Bihar,125199,44343,9386,1633,Manager_396,9518089644,2007,TRUE,Active,704955.71,CAR002
WH04055,Jaipur Spoke 4055,Spoke,Jaipur,Rajasthan,768033,281407,2308,8808,Manager_389,9695000025,2001,TRUE,Expanding,1765215.51,CAR005
WH04056,Ambala Dark Store 4056,Spoke,Ambala,Haryana,226853,296993,8802,6081,Manager_204,9952645520,2003,FALSE,Active,1533697.35,CAR006
WH04057,Bhubaneswar Cold Storage 4057,Dark Store,Bhubaneswar,Odisha,476123,47114,6739,3354,Manager_89,9900813934,2023,TRUE,Expanding,Confidential,CAR009
WH04058,Nizamabad Mother Warehouse 4058,Cold Storage,Nizamabad,Telangana,922381,196828,4608,3827,Manager_179,9967583459,2015,FALSE,Under Maintenance,1334788.54,CAR008
WH04059,Gwalior Mother Warehouse 4059,Hub,Gwalior,Madhya Pradesh,396954,190969,5129,3231,Manager_167,9779128360,2022,TRUE,Under Maintenance,3712190.44,CAR009
WH04060,Panaji Cold Storage 4060,Fulfillment Center,Panaji,Goa,838943,208097,8074,4455,Manager_498,9906851601,1999,TRUE,Under Maintenance,747848.01,CAR011
WH04061,Gurugram Transit Depot 4061,Spoke,Gurugram,Delhi,345131,207568,9987,2367,Manager_174,9778682855,2005,FALSE,Under Maintenance,248234.87,CAR007
WH04062,Bhubaneswar Fulfillment Center 4062,Cold Storage,Bhubaneswar,Odisha,873301,247805,2790,5697,Manager_386,9571204783,2022,TRUE,Under Maintenance,3251426.72,CAR011
WH04063,Jabalpur Dark Store 4063,Mother Warehouse,Jabalpur,Madhya Pradesh,941734,245853,5491,3793,Manager_377,9781399836,2023,FALSE,Active,4377171.1,CAR008
WH04064,Bhubaneswar Cold Storage 4064,Dark Store,Bhubaneswar,Odisha,712244,288246,1064,5964,Manager_396,9228969898,2021,FALSE,Active,2429949,CAR014
WH04065,Durgapur Fulfillment Center 4065,Cold Storage,Durgapur,West Bengal,460582,15379,7348,6279,Manager_451,9261194751,2018,TRUE,Active,4441267.56,CAR015
WH04066,Mangaluru Transit Depot 4066,Mother Warehouse,Mangaluru,Karnataka,369257,279504,8344,6632,Manager_13,9346755445,2017,TRUE,Inactive,703222.37,CAR006
WH04067,Indore Hub 4067,Transit Depot,Indore,Madhya Pradesh,190793,64504,6216,6378,Manager_376,9753006824,2023,N,Expanding,4061902.62,CAR006
WH04068,Kannur Hub 4068,Dark Store,Kannur,Kerala,465240,4126,5039,1745,Manager_363,9619184996,2012,FALSE,Active,2306164,CAR010
WH04069,Silchar Mother Warehouse 4069,Hub,Silchar,Assam,161009,255847,9656,7825,Manager_163,9696135842,2001,0,Inactive,3288476.76,CAR003
WH04070,Thiruvananthapuram Transit Depot 4070,Mother Warehouse,Thiruvananthapuram,Kerala,396486,198210,248,5758,Manager_321,9333051434,2007,FALSE,Under Maintenance,3154019.81,CAR004
WH04071,Kolkata Cold Storage 4071,Mother Warehouse,Kolkata,West Bengal,445891,264559,1238,4988,Manager_40,9928430518,2008,FALSE,Expanding,124373.74,CAR007
WH04072,Faridabad Spoke 4072,Transit Depot,Faridabad,Haryana,454199,146631,766,8690,Manager_220,9763321378,2009,TRUE,Inactive,2416058.75,CAR004
WH04073,Varanasi Transit Depot 4073,Dark Store,Varanasi,Uttar Pradesh,224887,15349,5292,4213,Manager_111,9514645567,2009,TRUE,Inactive,3561957.29,CAR013
WH04074,Rourkela Spoke 4074,Fulfillment Center,Rourkela,Odisha,832197,274322,6455,3858,Manager_439,9902106144,2000,FALSE,Expanding,4235370.84,CAR013
WH04075,Vasco Transit Depot 4075,Spoke,Vasco,Goa,192469,220228,5070,1814,Manager_29,9343687437,2021,TRUE,Inactive,4731904.31,CAR014
WH04076,Hubli Fulfillment Center 4076,Fulfillment Center,Hubli,Karnataka,773568,4482,128,5359,Manager_165,9713771636,2008,TRUE,Expanding,1711096.42,CAR003
WH04077,Ujjain Spoke 4077,Dark Store,Ujjain,Madhya Pradesh,262741,30133,1931,532,Manager_85,9189673454,2019,FALSE,Expanding,974277.25,CAR006
WH04078,Mandi Mother Warehouse 4078,Fulfillment Center,Mandi,Himachal Pradesh,214613,75396,5649,2566,Manager_112,9370782788,2009,FALSE,Inactive,2439138.31,CAR003
WH04079,Berhampur Spoke 4079,Spoke,Berhampur,Odisha,136924,17873,4349,2863,Manager_122,9388213437,2008,0,Active,4809828.1,CAR002
WH04080,Dibrugarh Dark Store 4080,Mother Warehouse,Dibrugarh,Assam,559473,111350,327,6095,Manager_395,9870914110,2015,FALSE,Active,2216431.81,CAR007
WH04081,Kannur Transit Depot 4081,Transit Depot,Kannur,Kerala,222438,206221,9011,5754,Manager_137,9863179007,2003,FALSE,Inactive,1125598.23,CAR006
WH04082,Solan Cold Storage 4082,Mother Warehouse,Solan,Himachal Pradesh,892724,28076,3740,7260,Manager_316,9364827534,2000,FALSE,Under Maintenance,1713095.11,CAR014
WH04083,Deoghar Transit Depot 4083,Spoke,Deoghar,Jharkhand,243362,275325,7865,1465,Manager_160,9209737922,2003,TRUE,Inactive,1057989.09,CAR001
WH04084,Dharamshala Mother Warehouse 4084,Transit Depot,Dharamshala,Himachal Pradesh,407434,195691,823,8669,Manager_283,9498192069,2004,FALSE,Under Maintenance,3732479.05,CAR007
WH04085,Salem Spoke 4085,Cold Storage,Salem,Tamil Nadu,701715,222963,1174,5221,Manager_446,,2003,TRUE,Expanding,1666180.86,CAR006
WH04086,Ambala Hub 4086,Cold Storage,Ambala,Haryana,308687,13098,9654,7057,Manager_324,9551337485,2008,TRUE,Inactive,3924174.99,CAR004
WH04087,Udaipur Hub 4087,Spoke,Udaipur,Rajasthan,312789,235264,1063,7101,Manager_49,9374426025,2003,FALSE,Inactive,2575052.07,CAR002
WH04088,Ranchi Spoke 4088,Hub,Ranchi,Jharkhand,344203,214162,4138,5976,Manager_443,9135574000,2016,TRUE,Expanding,1275685.91,CAR003
WH04089,Ajmer Fulfillment Center 4089,Cold Storage,Ajmer,Rajasthan,148210,164606,4912,4750,Manager_284,9866957280,2012,Y,Under Maintenance,3712652.74,CAR012
WH04090,New Delhi Fulfillment Center 4090,Transit Depot,New Delhi,Delhi,243285,136347,4935,4104,Manager_335,9663570360,2008,TRUE,Inactive,3414127.47,CAR013
WH04091,Gaya Spoke 4091,Spoke,Gaya,Bihar,840323,74494,530,970,Manager_182,9325066001,2004,FALSE,Under Maintenance,3784187.27,CAR008
WH04092,Gaya Transit Depot 4092,Fulfillment Center,Gaya,Bihar,325851,132364,2075,4254,Manager_181,9703136582,2024,TRUE,Expanding,4368739.07,CAR015
WH04093,Sambalpur Fulfillment Center 4093,Transit Depot,Sambalpur,Odisha,437952,110177,2156,4788,Manager_209,9986891666,2007,TRUE,Active,4416455.97,CAR008
WH04094,Ahmedabad Transit Depot 4094,Spoke,Ahmedabad,Gujarat,559045,27520,5806,3463,Manager_18,9188182036,2004,TRUE,Active,3783148.15,CAR005
WH04095,Varanasi Cold Storage 4095,Cold Storage,Varanasi,Uttar Pradesh,431162,50546,5915,1872,Manager_1,9834811270,2024,TRUE,Inactive,3378039.17,CAR005
WH04096,Berhampur Transit Depot 4096,Spoke,Berhampur,Odisha,920547,58826,1995,5609,Manager_322,9220293999,2000,TRUE,Under Maintenance,4992022.28,CAR009
WH04097,Ahmedabad Fulfillment Center 4097,Dark Store,Ahmedabad,Gujarat,560931,164308,7711,2961,Manager_146,9262126148,2012,TRUE,Active,2003735.84,CAR014
WH04098,Vasco Transit Depot 4098,Fulfillment Center,Vasco,Goa,617112,6143,3069,1134,Manager_265,9138321289,1999,FALSE,Expanding,267889.07,CAR014
WH04099,Dehradun Hub 4099,Hub,Dehradun,Uttarakhand,428011,93237,276,5562,Manager_417,9496227789,2012,FALSE,Active,3944323.22,CAR007
WH04100,Mysuru Spoke 4100,Dark Store,Mysuru,Karnataka,518013,181917,2752,5322,Manager_107,9373099615,2006,FALSE,Inactive,1039017.73,CAR008
WH04101,Jorhat Spoke 4101,Spoke,Jorhat,Assam,442318,263657,4836,4020,Manager_367,9552171897,2002,FALSE,Active,2821683.22,CAR008
WH04102,Rohini Fulfillment Center 4102,Hub,Rohini,Delhi,433565,116811,9740,,Manager_48,9270918237,2017,TRUE,Inactive,2183268.59,CAR014
WH04103,Kanpur Dark Store 4103,Mother Warehouse,Kanpur,Uttar Pradesh,147169,38972,1570,8806,Manager_5,9631905017,2002,TRUE,Under Maintenance,4232226.74,CAR008
WH04104,Panipat Fulfillment Center 4104,Spoke,Panipat,Haryana,641943,44541,2612,2842,Manager_214,9487459047,2004,FALSE,Expanding,--,CAR002
WH04105,Ranchi Dark Store 4105,Spoke,Ranchi,Jharkhand,618149,147593,9494,807,Manager_58,9605892465,2014,FALSE,Under Maintenance,4151257.72,CAR011
WH04106,Kanpur Spoke 4106,Mother Warehouse,Kanpur,Uttar Pradesh,554480,151792,2683,5905,Manager_85,9437967849,2006,TRUE,Active,3176332.52,CAR013
WH04107,Salem Spoke 4107,Fulfillment Center,Salem,Tamil Nadu,565946,108305,7492,8365,Manager_221,9867816211,2024,TRUE,Active,Confidential,CAR014
WH04108,Silchar Mother Warehouse 4108,Fulfillment Center,Silchar,Assam,668468,183709,7497,5573,Manager_212,9187905398,2020,TRUE,Expanding,3430584.32,CAR003
WH04109,Jaipur Transit Depot 4109,Dark Store,Jaipur,Rajasthan,420814,60453,3103,8784,Manager_125,,2014,TRUE,Under Maintenance,3956366.57,CAR002
WH04110,Surat Dark Store 4110,Spoke,Surat,Gujarat,914408,175944,8398,4470,Manager_359,9779390280,2023,FALSE,Active,2231568.71,CAR008
WH04111,Pune Fulfillment Center 4111,Cold Storage,Pune,Maharashtra,555463,143163,6786,924,Manager_361,9307656444,2003,FALSE,Inactive,3750752.81,CAR012
WH04112,Meerut Transit Depot 4112,Fulfillment Center,Meerut,Uttar Pradesh,457756,4238,7752,7528,Manager_109,9392108321,2018,FALSE,Active,3749691.72,CAR010
WH04113,Faridabad Mother Warehouse 4113,Spoke,Faridabad,Haryana,864466,124545,2068,,Manager_254,9700304792,2004,FALSE,Active,3143334.45,CAR007
WH04114,Aurangabad Spoke 4114,Fulfillment Center,Aurangabad,Maharashtra,241680,57396,1742,4222,Manager_141,9515963558,2024,FALSE,Under Maintenance,3920605.06,CAR005
WH04115,Aurangabad Cold Storage 4115,Mother Warehouse,Aurangabad,Maharashtra,209640,171095,8159,7270,Manager_484,9462358324,2008,TRUE,Under Maintenance,4909326.6,CAR009
WH04116,Jamshedpur Hub 4116,Dark Store,Jamshedpur,Jharkhand,703770,295560,525,3310,Manager_135,9866648615,2004,FALSE,Active,3048513.76,CAR009
WH04117,Dibrugarh Hub 4117,Spoke,Dibrugarh,Assam,981573,23291,7337,3519,Manager_181,9277448955,2022,TRUE,Expanding,4527934.48,CAR007
WH04118,Bhagalpur Cold Storage 4118,Transit Depot,Bhagalpur,Bihar,670787,158607,8914,8887,Manager_269,9191644647,2012,TRUE,Expanding,1962589.51,CAR003
WH04119,Mysuru Cold Storage 4119,Hub,Mysuru,Karnataka,532060,28749,2144,6537,Manager_90,9736423763,2019,FALSE,Active,4109307.31,CAR001
