Carrier_ID,Carrier_Name,HQ_City,HQ_State,Fleet_Size,Founded_Year,Rating_5,Contact_Email,Annual_Revenue_Cr,Owns_Aircraft,Service_Type,Pan_India,ISO_Certified,Active_Pincodes,NPS_Score
CAR03245,Redif Logistics,Silchar,Assam,13974,1995,3.6,ops3245@carrier.in,8961.01,TRUE,Same Day,FALSE,TRUE,1917,50
CAR03246,Shadowfax Technologies,Sambalpur,Uttarakhand,1808,1981,2.8,ops3246@carrier.in,11582.83,FALSE,Economy,FALSE,FALSE,2484,71
CAR03247,Gati Ltd,Haldwani,Assam,1397,2000,2.9,ops3247@carrier.in,16141.14,FALSE,Same Day,FALSE,TRUE,1639,38
CAR03248,Shadowfax Technologies,Patna,Kerala,13729,1997,2.3,ops3248@carrier.in,undisclosed,FALSE,Same Day,FALSE,TRUE,15632,10
CAR03249,Patel Roadways,Bhubaneswar,Rajasthan,11120,1991,2.1,ops3249@carrier.in,5971.92,TRUE,Express,FALSE,TRUE,11064,74
CAR03250,DHL Express India,Haridwar,West Bengal,19866,2020,4.7,ops3250@carrier.in,12819.32,TRUE,Economy,FALSE,TRUE,6499,79
CAR03251,Express Roadways,Manali,Uttar Pradesh,12062,2005,2.1,ops3251@carrier.in,15981.55,TRUE,Standard,TRUE,FALSE,1491,23
CAR03252,Mahindra Logistics,Gandhinagar,Kerala,6939,2004,4.3,ops3252@carrier.in,14208.7,FALSE,Express,FALSE,TRUE,14052,26
CAR03253,Xpressbees,Darbhanga,Telangana,19286,1991,4.3,ops3253@carrier.in,7241.9,TRUE,Same Day,FALSE,FALSE,1903,12
CAR03254,Ekart Logistics,Cuttack,Tamil Nadu,5325,1997,3.5,ops3254@carrier.in,2436.11,TRUE,Next Day,TRUE,TRUE,3834,15
CAR03255,FedEx India,Howrah,Goa,14187,1991,2.4,ops3255@carrier.in,1285.68,FALSE,Same Day,TRUE,TRUE,3417,81
CAR03256,Trackon Couriers,Panaji,Uttarakhand,3581,2000,2.7,ops3256@carrier.in,N/A,FALSE,Standard,TRUE,TRUE,11684,10
CAR03257,Spoton Logistics,Hubli,Punjab,10282,1984,2,ops3257@carrier.in,14595.54,FALSE,Standard,no,FALSE,11356,41
CAR03258,Speed Post,Jabalpur,Rajasthan,16796,1980,2.9,ops3258@carrier.in,18705.95,TRUE,Same Day,FALSE,FALSE,13378,83
CAR03259,Gati Ltd,Bathinda,Bihar,8056,2014,4.1,ops3259@carrier.in,1845.6,FALSE,Next Day,TRUE,TRUE,5972,
CAR03260,Speed Post,Jorhat,Delhi,15976,2002,1.9,ops3260@carrier.in,1362.66,TRUE,Same Day,TRUE,TRUE,9678,23
CAR03261,Shiprocket,Kochi,Delhi,18632,1994,4.6,ops3261@carrier.in,1848.76,FALSE,Standard,FALSE,FALSE,16513,29
CAR03262,Safexpress,Jalandhar,Himachal Pradesh,14061,1996,2.7,ops3262@carrier.in,12220.82,TRUE,Next Day,TRUE,TRUE,4823,20
CAR03263,TCI Express,Kota,Gujarat,14910,1983,1.9,ops3263@carrier.in,19279.34,FALSE,Express,TRUE,FALSE,14010,54
CAR03264,Trackon Couriers,Bhopal,Uttarakhand,5483,2010,2.5,ops3264@carrier.in,17048.61,FALSE,Economy,TRUE,TRUE,2759,89
CAR03265,Shree Maruti Courier,Bathinda,Telangana,13532,2022,4.4,ops3265@carrier.in,9065.45,TRUE,Standard,TRUE,FALSE,14532,57
CAR03266,Safexpress,Belagavi,Himachal Pradesh,7284,2015,3.2,ops3266@carrier.in,11874.42,TRUE,Standard,FALSE,TRUE,14022,64
CAR03267,DTDC Express,Rajkot,Madhya Pradesh,11186,2002,2.8,ops3267@carrier.in,4611.93,TRUE,Economy,TRUE,FALSE,1672,38
CAR03268,Professional Couriers,Rohtak,Delhi,8688,1989,4,ops3268@carrier.in,11791.88,FALSE,Express,FALSE,TRUE,821,81
CAR03269,Xpressbees,Vadodara,Haryana,6903,1980,,ops3269@carrier.in,1109.7,TRUE,Next Day,TRUE,FALSE,14053,30
CAR03270,Porter Technologies,Ajmer,West Bengal,1989,1990,2.6,ops3270@carrier.in,10268.81,FALSE,Standard,TRUE,TRUE,18518,30
CAR03271,Blue Dart Express,Mandi,West Bengal,unknown,1996,3,ops3271@carrier.in,18717.23,FALSE,Same Day,TRUE,FALSE,11172,53
CAR03272,Porter Technologies,Guwahati,Punjab,19160,2008,4.4,ops3272@carrier.in,1175.27,N,Same Day,FALSE,TRUE,16015,13
CAR03273,Professional Couriers,Deoghar,Odisha,13714,2004,2.8,ops3273@carrier.in,13439.97,FALSE,Express,TRUE,FALSE,8632,17
CAR03274,TVS Supply Chain,Dehradun,Bihar,4762,1997,2.3,ops3274@carrier.in,16464.41,FALSE,Next Day,TRUE,FALSE,8183,78
CAR03275,Spoton Logistics,Shimla,Uttar Pradesh,1528,2003,2.8,ops3275@carrier.in,12607.51,FALSE,Next Day,TRUE,FALSE,575,58
CAR03276,Ecom Express,Lucknow,Rajasthan,13575,2008,4.1,ops3276@carrier.in,18519.34,FALSE,Economy,FALSE,FALSE,17560,20
CAR03277,Safexpress,Khammam,Telangana,832,1980,,ops3277@carrier.in,16973.65,TRUE,Same Day,FALSE,FALSE,7073,46
CAR03278,Delhivery Ltd,Dehradun,Karnataka,14532,2014,3.8,ops3278@carrier.in,13685.11,TRUE,Next Day,TRUE,FALSE,18851,85
CAR03279,Redif Logistics,Bokaro,Maharashtra,17490,1987,1.6,ops3279@carrier.in,5406.9,TRUE,Next Day,FALSE,FALSE,10427,44
CAR03280,VRL Logistics,Belagavi,Karnataka,7266,2000,1.7,ops3280@carrier.in,5514.91,FALSE,Express,TRUE,TRUE,13709,72
CAR03281,Dunzo Daily,Ajmer,Himachal Pradesh,unknown,1999,4.7,ops3281@carrier.in,5976.07,FALSE,Standard,FALSE,FALSE,16972,45
CAR03282,Express Roadways,Rourkela,Tamil Nadu,10204,2000,1.9,ops3282@carrier.in,15680.26,TRUE,Standard,TRUE,FALSE,12510,18
CAR03283,Mahindra Logistics,Ponda,Odisha,11593,1983,2.5,ops3283@carrier.in,16740.4,FALSE,Next Day,TRUE,FALSE,13424,86
CAR03284,DHL Express India,Lucknow,Haryana,794,2020,2.5,ops3284@carrier.in,4107.35,TRUE,Standard,FALSE,TRUE,18589,
CAR03285,Xpressbees,Bhubaneswar,Telangana,18560,2004,4.6,ops3285@carrier.in,6391.22,FALSE,Next Day,FALSE,FALSE,12559,70
CAR03286,Safexpress,Kota,Jharkhand,19969,2009,4.5,ops3286@carrier.in,14956.1,TRUE,Express,FALSE,TRUE,18471,62
CAR03287,Redif Logistics,Mangaluru,Punjab,9921,2006,2.1,ops3287@carrier.in,3687.2,FALSE,Standard,TRUE,FALSE,7285,24
CAR03288,Professional Couriers,Madurai,Maharashtra,2542,2020,3.1,ops3288@carrier.in,2838.29,FALSE,Next Day,TRUE,TRUE,8634,37
CAR03289,TVS Supply Chain,Bhubaneswar,Telangana,2652,1981,4.8,ops3289@carrier.in,8626.44,TRUE,Express,FALSE,TRUE,10463,45
CAR03290,VRL Logistics,Hyderabad,Tamil Nadu,10489,1988,3.2,ops3290@carrier.in,18745.27,FALSE,Next Day,FALSE,TRUE,8295,67
CAR03291,Express Roadways,Silchar,Punjab,10647,2001,4,ops3291@carrier.in,10832.09,TRUE,Same Day,no,TRUE,8252,88
CAR03292,Shiprocket,Dwarka,Assam,17967,2006,3.9,ops3292@carrier.in,18226.77,FALSE,Economy,TRUE,TRUE,1947,30
CAR03293,Delhivery Ltd,Panipat,Telangana,6859,1987,4.5,ops3293@carrier.in,2957.3,TRUE,Same Day,FALSE,FALSE,15195,74
CAR03294,Shree Maruti Courier,Hyderabad,Haryana,12026,1996,3.7,ops3294@carrier.in,8251.19,FALSE,Same Day,FALSE,TRUE,6740,
CAR03295,Porter Technologies,Kozhikode,Telangana,4108,1996,4.9,ops3295@carrier.in,8329.98,FALSE,Same Day,FALSE,FALSE,13675,88
CAR03296,Speed Post,Ajmer,Bihar,2914,2011,1.8,ops3296@carrier.in,10491.1,FALSE,Express,FALSE,FALSE,4814,88
CAR03297,Shree Maruti Courier,Bhagalpur,Karnataka,13948,2020,3.5,ops3297@carrier.in,15978.23,FALSE,Express,TRUE,FALSE,12340,30
CAR03298,Professional Couriers,Nizamabad,Bihar,N/A,2002,3.9,ops3298@carrier.in,N/A,1,Express,TRUE,TRUE,4279,67
CAR03299,Spoton Logistics,Bhagalpur,Odisha,6493,2010,,ops3299@carrier.in,17110.45,FALSE,Express,TRUE,TRUE,1606,46
CAR03300,Express Roadways,Bokaro,Punjab,11720,2007,4.2,ops3300@carrier.in,13152.22,FALSE,Economy,FALSE,TRUE,10390,49
CAR03301,Shree Maruti Courier,Rohini,Haryana,5035,1991,3.1,ops3301@carrier.in,16487.72,TRUE,Same Day,TRUE,TRUE,6634,38
CAR03302,Vulcan Express,Trichy,Goa,--,1992,3.7,ops3302@carrier.in,16207.56,FALSE,Next Day,FALSE,TRUE,16714,42
CAR03303,DTDC Express,Cuttack,Goa,5558,2016,2.7,ops3303@carrier.in,833.44,TRUE,Economy,FALSE,FALSE,4784,
CAR03304,Xpressbees,Ranchi,Odisha,11680,2010,3.6,ops3304@carrier.in,3237.21,TRUE,Next Day,FALSE,FALSE,7745,74
CAR03305,Mahindra Logistics,Bokaro,Bihar,19534,2005,3.8,ops3305@carrier.in,12554.25,TRUE,Next Day,FALSE,TRUE,2024,31
CAR03306,Vulcan Express,Jalandhar,Bihar,17894,2022,2.1,ops3306@carrier.in,8696.22,FALSE,Next Day,FALSE,FALSE,15182,35
CAR03307,Dunzo Daily,Udaipur,Maharashtra,4244,1998,3.8,ops3307@carrier.in,3380.09,TRUE,Next Day,TRUE,FALSE,13093,82
CAR03308,Shree Maruti Courier,Siliguri,Kerala,15141,1983,4.2,ops3308@carrier.in,17633.11,TRUE,Economy,TRUE,TRUE,13373,33
CAR03309,Safexpress,Darbhanga,Delhi,731,1986,3.4,ops3309@carrier.in,96.64,TRUE,Next Day,TRUE,TRUE,7218,
CAR03310,Dunzo Daily,Jodhpur,Punjab,--,1980,4.1,ops3310@carrier.in,201.25,TRUE,Standard,TRUE,FALSE,15347,68
CAR03311,Dunzo Daily,Ludhiana,Maharashtra,3962,2016,1.7,ops3311@carrier.in,1403.76,FALSE,Express,FALSE,TRUE,6663,80
CAR03312,Vulcan Express,Kolkata,Madhya Pradesh,1771,2004,3.9,ops3312@carrier.in,13390.74,FALSE,Economy,TRUE,TRUE,8359,25
CAR03313,DHL Express India,Asansol,Jharkhand,261,2021,4.6,ops3313@carrier.in,2434.79,TRUE,Same Day,FALSE,TRUE,12735,13
CAR03314,DTDC Express,Chennai,Himachal Pradesh,1225,1997,3.2,ops3314@carrier.in,697.47,TRUE,Standard,TRUE,TRUE,16073,
CAR03315,Safexpress,Hubli,Punjab,2508,1992,2.3,ops3315@carrier.in,9621.77,TRUE,Standard,TRUE,FALSE,14756,41
CAR03316,Ecom Express,Kochi,Telangana,N/A,2009,4.3,ops3316@carrier.in,11372.03,TRUE,Express,TRUE,FALSE,2733,84
CAR03317,Delhivery Ltd,Muzaffarpur,Kerala,10139,2006,4.9,ops3317@carrier.in,12571.13,TRUE,Same Day,FALSE,FALSE,13749,69
CAR03318,Xpressbees,Rishikesh,Punjab,10769,1994,4.1,ops3318@carrier.in,8098.58,TRUE,Standard,TRUE,TRUE,8080,57
CAR03319,Professional Couriers,Kota,Punjab,10906,1991,2.2,ops3319@carrier.in,15811.08,FALSE,Express,FALSE,TRUE,16490,90
CAR03320,Delhivery Ltd,Gwalior,Punjab,9471,2022,3.3,ops3320@carrier.in,5626.89,FALSE,Next Day,FALSE,TRUE,183,18
CAR03321,DTDC Express,Salem,Odisha,17277,1983,3.7,ops3321@carrier.in,13895.84,TRUE,Economy,TRUE,FALSE,7800,11
CAR03322,Shree Maruti Courier,Karimnagar,Uttarakhand,1756,1999,1.6,ops3322@carrier.in,17184.54,TRUE,Same Day,TRUE,FALSE,13001,14
CAR03323,Mahindra Logistics,Muzaffarpur,Assam,16279,1982,4.8,ops3323@carrier.in,6198.17,TRUE,Economy,TRUE,FALSE,11926,59
CAR03324,Trackon Couriers,Berhampur,Uttar Pradesh,14231,2013,4.3,ops3324@carrier.in,5460.9,FALSE,Express,FALSE,FALSE,17594,27
CAR03325,Patel Roadways,Amritsar,West Bengal,7343,1992,3.5,ops3325@carrier.in,10766.87,FALSE,Economy,TRUE,TRUE,13950,14
CAR03326,Xpressbees,Solan,Tamil Nadu,2719,2015,,ops3326@carrier.in,17881.97,TRUE,Economy,FALSE,FALSE,4736,16
CAR03327,FedEx India,Gurugram,Goa,13345,1993,1.7,ops3327@carrier.in,11819.81,TRUE,Express,FALSE,TRUE,18557,38
CAR03328,Speed Post,Manali,Punjab,9108,1982,1.9,ops3328@carrier.in,3492.81,FALSE,Express,TRUE,FALSE,9185,37
CAR03329,Om Logistics,Jodhpur,Maharashtra,9010,2013,4.3,ops3329@carrier.in,2523.37,FALSE,Express,FALSE,TRUE,7277,32
CAR03330,Express Roadways,Howrah,Himachal Pradesh,12908,1997,2.2,ops3330@carrier.in,970.22,TRUE,Next Day,TRUE,FALSE,8822,12
CAR03331,Shadowfax Technologies,Ahmedabad,Rajasthan,19287,2007,2.3,ops3331@carrier.in,7927.85,FALSE,Express,TRUE,FALSE,4412,52
CAR03332,Shree Maruti Courier,Patiala,Tamil Nadu,8227,2002,,ops3332@carrier.in,1751.11,FALSE,Same Day,FALSE,FALSE,18397,32
CAR03333,Professional Couriers,Lucknow,Uttarakhand,5089,1994,2.8,ops3333@carrier.in,12797.31,FALSE,Express,FALSE,TRUE,16437,59
CAR03334,Shadowfax Technologies,Silchar,Madhya Pradesh,10587,2000,,ops3334@carrier.in,8499.82,FALSE,Same Day,TRUE,TRUE,17861,73
CAR03335,Mahindra Logistics,Faridabad,Telangana,16547,1984,3.9,ops3335@carrier.in,Confidential,FALSE,Economy,TRUE,TRUE,17322,49
CAR03336,TVS Supply Chain,Rohtak,Tamil Nadu,12394,2018,1.5,ops3336@carrier.in,14177.49,FALSE,Economy,TRUE,TRUE,7497,67
CAR03337,Blue Dart Express,Ajmer,Rajasthan,1196,2013,4.3,ops3337@carrier.in,3283.21,TRUE,Standard,FALSE,FALSE,10508,29
CAR03338,Redif Logistics,Kanpur,Assam,5511,2004,2.5,ops3338@carrier.in,--,FALSE,Standard,FALSE,FALSE,17019,53
CAR03339,FedEx India,Jamshedpur,Rajasthan,569,2016,3.3,ops3339@carrier.in,18156.48,FALSE,Economy,FALSE,TRUE,14142,80
CAR03340,Professional Couriers,Rohini,Tamil Nadu,1221,2018,3.5,ops3340@carrier.in,12039.71,TRUE,Standard,TRUE,FALSE,8758,
CAR03341,Patel Roadways,Rishikesh,Gujarat,1697,1981,3.4,ops3341@carrier.in,13939.01,TRUE,Next Day,FALSE,TRUE,5431,79
CAR03342,FedEx India,Bengaluru,Madhya Pradesh,17410,2007,3.4,ops3342@carrier.in,75.04,FALSE,Next Day,FALSE,FALSE,6226,75
CAR03343,TVS Supply Chain,Bhopal,Goa,3235,2014,2.1,ops3343@carrier.in,18662.23,TRUE,Next Day,TRUE,FALSE,870,16
CAR03344,TCI Express,Bengaluru,Delhi,7312,1992,4.7,ops3344@carrier.in,9979.84,FALSE,Economy,FALSE,TRUE,8408,73
CAR03345,TCI Express,Tezpur,Haryana,1570,2004,4.2,ops3345@carrier.in,14271.62,TRUE,Economy,TRUE,FALSE,7735,
CAR03346,Redif Logistics,Howrah,Karnataka,4185,1984,2.7,ops3346@carrier.in,17107.24,TRUE,Standard,FALSE,TRUE,13377,72
CAR03347,Amazon Logistics India,Kozhikode,Maharashtra,12459,1992,4.6,ops3347@carrier.in,13965.38,FALSE,Same Day,TRUE,TRUE,14496,71
CAR03348,DHL Express India,Roorkee,Rajasthan,16812,2002,4.7,ops3348@carrier.in,8798.07,TRUE,Express,TRUE,TRUE,14123,33
CAR03349,DHL Express India,Roorkee,Goa,14499,1993,3.5,ops3349@carrier.in,4026.18,TRUE,Express,TRUE,TRUE,4665,61
CAR03350,Xpressbees,Kota,Uttar Pradesh,13471,1991,3.6,ops3350@carrier.in,12845.67,FALSE,Next Day,FALSE,FALSE,9197,75
CAR03351,Safexpress,Kota,West Bengal,17435,2007,2.6,ops3351@carrier.in,6109.13,FALSE,Economy,FALSE,FALSE,10874,42
CAR03352,Professional Couriers,Vasco,Tamil Nadu,3644,2011,2.9,ops3352@carrier.in,2421.28,TRUE,Same Day,FALSE,TRUE,10990,44
CAR03353,Safexpress,Belagavi,Odisha,4113,1995,4.4,ops3353@carrier.in,11143.87,FALSE,Standard,FALSE,TRUE,18093,78
CAR03354,Delhivery Ltd,Karimnagar,Delhi,10136,1989,3.7,ops3354@carrier.in,9291.94,FALSE,Same Day,FALSE,TRUE,5519,74
CAR03355,Speed Post,Kozhikode,Goa,17448,1990,4.2,ops3355@carrier.in,17880.98,FALSE,Same Day,TRUE,FALSE,14469,35
CAR03356,Ecom Express,Deoghar,Himachal Pradesh,15832,1994,3.3,ops3356@carrier.in,12008.81,TRUE,Express,TRUE,TRUE,2815,47
CAR03357,Professional Couriers,Varanasi,Madhya Pradesh,725,2008,3.3,ops3357@carrier.in,19597.01,TRUE,Express,FALSE,TRUE,4855,
CAR03358,Shadowfax Technologies,Thrissur,Uttarakhand,6952,1991,3.9,ops3358@carrier.in,548.79,FALSE,Next Day,FALSE,FALSE,16504,42
CAR03359,VRL Logistics,Khammam,Kerala,17044,2011,1.9,ops3359@carrier.in,4442.02,FALSE,Economy,FALSE,TRUE,1525,15
CAR03360,Patel Roadways,Dehradun,West Bengal,12742,2000,3.8,ops3360@carrier.in,7058.01,FALSE,Standard,FALSE,FALSE,16334,60
CAR03361,Trackon Couriers,Mumbai,Punjab,5296,1992,3.2,ops3361@carrier.in,11118.79,TRUE,Standard,TRUE,TRUE,18951,52
CAR03362,Porter Technologies,Ujjain,Goa,6726,2007,2,ops3362@carrier.in,8304.28,TRUE,Economy,TRUE,TRUE,18878,59
CAR03363,Express Roadways,Trichy,Jharkhand,7615,1990,4.6,ops3363@carrier.in,8922.28,TRUE,Next Day,TRUE,TRUE,9834,17
CAR03364,Shadowfax Technologies,Ajmer,Madhya Pradesh,13689,1991,2.6,ops3364@carrier.in,8891.04,TRUE,Standard,TRUE,FALSE,3802,52
CAR03365,Speed Post,Ujjain,Karnataka,12368,1996,3.9,ops3365@carrier.in,3926.25,TRUE,Express,FALSE,TRUE,3802,32
CAR03366,Ekart Logistics,Panaji,Uttarakhand,579,2002,1.9,ops3366@carrier.in,1791.49,TRUE,Next Day,TRUE,FALSE,7976,11
CAR03367,Xpressbees,Manali,Tamil Nadu,12989,2016,3.2,ops3367@carrier.in,5729.82,FALSE,Economy,TRUE,FALSE,10155,17
CAR03368,Redif Logistics,Hyderabad,Maharashtra,6292,2012,3.4,ops3368@carrier.in,3044.39,FALSE,Standard,TRUE,TRUE,16892,20
CAR03369,Ecom Express,Hyderabad,Odisha,19285,2016,2.9,ops3369@carrier.in,12336.51,FALSE,Standard,TRUE,TRUE,5281,80
CAR03370,VRL Logistics,Faridabad,Bihar,6638,2018,3.9,ops3370@carrier.in,7884.14,FALSE,Economy,TRUE,FALSE,6724,11
CAR03371,DTDC Express,Bokaro,Goa,18311,1990,3,ops3371@carrier.in,8147.43,TRUE,Next Day,TRUE,TRUE,4708,19
CAR03372,Redif Logistics,Asansol,Kerala,9538,2002,3.6,ops3372@carrier.in,10810.19,FALSE,Same Day,TRUE,TRUE,1312,68
CAR03373,Redif Logistics,Asansol,Gujarat,6348,2005,,ops3373@carrier.in,4340.11,FALSE,Express,TRUE,TRUE,18111,65
CAR03374,Spoton Logistics,Gurugram,Kerala,11312,2002,3.9,ops3374@carrier.in,2343.79,FALSE,Standard,TRUE,TRUE,3769,61
CAR03375,Patel Roadways,Mandi,West Bengal,7042,2019,2.8,ops3375@carrier.in,1835.58,TRUE,Economy,TRUE,FALSE,5361,70
CAR03376,TVS Supply Chain,Mapusa,Tamil Nadu,13950,1992,4.3,ops3376@carrier.in,17896.54,FALSE,Same Day,TRUE,TRUE,8857,50
CAR03377,Porter Technologies,Nashik,Assam,11797,2012,4.3,ops3377@carrier.in,5223.92,FALSE,Next Day,FALSE,TRUE,5992,47
CAR03378,Ekart Logistics,Panipat,Maharashtra,16422,2006,2.4,ops3378@carrier.in,N/A,TRUE,Standard,FALSE,TRUE,18045,16
CAR03379,Rivigo,Patna,Delhi,4691,2002,1.6,ops3379@carrier.in,12659.41,TRUE,Express,TRUE,TRUE,12931,50
CAR03380,Rivigo,Bhopal,Uttar Pradesh,858,2004,4.9,ops3380@carrier.in,Confidential,FALSE,Standard,FALSE,TRUE,1488,68
CAR03381,DTDC Express,Roorkee,Telangana,13216,2005,3.2,ops3381@carrier.in,8210.58,TRUE,Same Day,FALSE,TRUE,11943,86
CAR03382,Xpressbees,Coimbatore,Tamil Nadu,16343,1980,1.9,ops3382@carrier.in,990.27,FALSE,Economy,FALSE,TRUE,789,35
CAR03383,DHL Express India,Roorkee,Bihar,1010,1995,2.7,ops3383@carrier.in,19533.29,TRUE,Express,FALSE,FALSE,15144,21
CAR03384,VRL Logistics,Dwarka,Odisha,1806,2013,2.6,ops3384@carrier.in,6043.79,TRUE,Next Day,TRUE,FALSE,14466,29
CAR03385,TCI Express,Noida,Uttarakhand,18470,2009,2.2,ops3385@carrier.in,--,FALSE,Next Day,FALSE,FALSE,6135,23
CAR03386,Mahindra Logistics,Ujjain,Delhi,5028,2022,1.8,ops3386@carrier.in,19437.38,TRUE,Express,TRUE,TRUE,15028,65
CAR03387,Shree Maruti Courier,Thrissur,Kerala,966,2001,2,ops3387@carrier.in,12970.64,FALSE,Next Day,TRUE,FALSE,4599,86
CAR03388,Gati Ltd,Warangal,Karnataka,6943,2009,4.1,ops3388@carrier.in,12422.55,FALSE,Express,TRUE,TRUE,12446,41
CAR03389,Mahindra Logistics,Dwarka,Jharkhand,1807,2001,3.7,ops3389@carrier.in,5799.44,FALSE,Standard,TRUE,TRUE,5938,42
CAR03390,Vulcan Express,Vadodara,Maharashtra,16140,2019,3.2,ops3390@carrier.in,8266.45,TRUE,Standard,TRUE,TRUE,14262,29
CAR03391,Mahindra Logistics,Indore,Jharkhand,17213,1995,3.3,ops3391@carrier.in,5267.4,FALSE,Economy,TRUE,TRUE,17289,42
CAR03392,Blue Dart Express,Pune,West Bengal,7373,1988,,ops3392@carrier.in,8491.43,FALSE,Standard,FALSE,TRUE,11294,25
CAR03393,VRL Logistics,Dwarka,Himachal Pradesh,2207,2002,2.5,ops3393@carrier.in,8137.3,FALSE,Same Day,no,TRUE,9928,86
CAR03394,Spoton Logistics,Patna,Maharashtra,17099,1984,4.7,ops3394@carrier.in,10150.55,FALSE,Express,FALSE,TRUE,14253,28
CAR03395,Xpressbees,Aurangabad,Uttar Pradesh,4183,1982,1.9,ops3395@carrier.in,17701.03,TRUE,Next Day,TRUE,TRUE,3992,75
CAR03396,Patel Roadways,Muzaffarpur,Uttarakhand,5481,2008,1.5,ops3396@carrier.in,16215.56,FALSE,Express,yes,FALSE,1856,82
CAR03397,DHL Express India,Patiala,Tamil Nadu,10282,1997,1.8,ops3397@carrier.in,3698.75,TRUE,Express,FALSE,FALSE,15708,45
CAR03398,VRL Logistics,Kota,Himachal Pradesh,13562,1991,2.8,ops3398@carrier.in,11507.48,TRUE,Express,TRUE,FALSE,17388,82
CAR03399,Om Logistics,Hubli,Assam,7841,2005,2.8,ops3399@carrier.in,998.64,FALSE,Express,TRUE,FALSE,3322,34
CAR03400,Gati Ltd,Mangaluru,West Bengal,--,2005,2,ops3400@carrier.in,3108.57,FALSE,Economy,FALSE,TRUE,3877,68
CAR03401,TVS Supply Chain,Pune,Gujarat,--,2013,1.6,ops3401@carrier.in,14380.64,FALSE,Standard,TRUE,TRUE,15712,46
CAR03402,Shadowfax Technologies,Nashik,Uttar Pradesh,2238,1985,2.4,ops3402@carrier.in,11189.62,TRUE,Express,TRUE,FALSE,7941,10
CAR03403,Porter Technologies,Hubli,Goa,16886,1988,2.7,ops3403@carrier.in,1084.41,FALSE,Next Day,FALSE,TRUE,2542,77
CAR03404,Om Logistics,Berhampur,Bihar,18266,1999,3,ops3404@carrier.in,10534.29,FALSE,Next Day,TRUE,TRUE,3210,41
CAR03405,Safexpress,Kannur,Punjab,9190,2017,1.6,ops3405@carrier.in,18775.39,FALSE,Economy,TRUE,TRUE,14085,52
CAR03406,Porter Technologies,Bhopal,Delhi,10119,1982,4.4,ops3406@carrier.in,9162.79,FALSE,Same Day,FALSE,FALSE,12878,25
CAR03407,FedEx India,Rourkela,Odisha,4679,1998,2.3,ops3407@carrier.in,11160,FALSE,Express,TRUE,FALSE,16229,25
CAR03408,Rivigo,Ujjain,West Bengal,1258,2012,3.4,ops3408@carrier.in,14958.11,no,Economy,TRUE,TRUE,5244,54
CAR03409,Blue Dart Express,Jabalpur,Delhi,8157,2007,4.9,ops3409@carrier.in,17245.67,FALSE,Standard,TRUE,TRUE,3635,58
CAR03410,Patel Roadways,Ambala,Maharashtra,4893,2020,2.9,ops3410@carrier.in,10263.46,FALSE,Same Day,TRUE,FALSE,7157,17
CAR03411,Shiprocket,Vasco,Delhi,9848,2020,3.7,ops3411@carrier.in,15729.12,FALSE,Standard,TRUE,FALSE,1477,
CAR03412,VRL Logistics,Mapusa,Tamil Nadu,3319,1998,4.8,ops3412@carrier.in,8267.97,FALSE,Next Day,TRUE,FALSE,11247,54
CAR03413,VRL Logistics,Nizamabad,Karnataka,7305,2019,2.8,ops3413@carrier.in,8178.07,TRUE,Express,TRUE,FALSE,9389,18
CAR03414,Porter Technologies,Haldwani,Punjab,5258,1993,2.9,ops3414@carrier.in,14223.9,TRUE,Same Day,FALSE,FALSE,12621,86
CAR03415,Professional Couriers,Salem,Punjab,13574,1990,2.8,ops3415@carrier.in,3715.31,FALSE,Express,FALSE,FALSE,8422,62
CAR03416,Porter Technologies,Mapusa,Kerala,8264,2012,3,ops3416@carrier.in,12995.35,TRUE,Economy,FALSE,FALSE,4463,28
CAR03417,Ecom Express,Kannur,Assam,5076,1994,2.6,ops3417@carrier.in,19127.53,FALSE,Standard,FALSE,FALSE,13453,66
CAR03418,Speed Post,Vasco,Karnataka,2149,1997,3.6,ops3418@carrier.in,8279.78,TRUE,Same Day,FALSE,TRUE,16335,85
CAR03419,DHL Express India,Jodhpur,Uttarakhand,4319,2006,3,ops3419@carrier.in,7706.61,FALSE,Economy,TRUE,FALSE,2305,82
CAR03420,Speed Post,Manali,Goa,17261,1998,2.6,ops3420@carrier.in,17648.3,FALSE,Economy,TRUE,FALSE,12820,19
CAR03421,FedEx India,Bengaluru,West Bengal,19166,1981,2.7,ops3421@carrier.in,18294.19,TRUE,Same Day,TRUE,FALSE,9566,
CAR03422,TVS Supply Chain,Mapusa,Madhya Pradesh,8196,1988,2.5,ops3422@carrier.in,5781.97,TRUE,Standard,FALSE,FALSE,16991,81
CAR03423,FedEx India,Warangal,Goa,8992,2007,3.6,ops3423@carrier.in,12702.77,FALSE,Express,FALSE,TRUE,3511,50
CAR03424,Spoton Logistics,Silchar,Tamil Nadu,8169,2021,4.9,ops3424@carrier.in,18940.38,FALSE,Express,FALSE,FALSE,12797,
CAR03425,Express Roadways,Indore,Odisha,19436,2002,3.2,ops3425@carrier.in,7460.5,TRUE,Economy,FALSE,TRUE,18935,64
CAR03426,FedEx India,Thiruvananthapuram,Goa,10178,1988,4.3,ops3426@carrier.in,12346.05,FALSE,Express,FALSE,FALSE,11875,88
CAR03427,Safexpress,Dwarka,Uttar Pradesh,6033,1985,2.3,ops3427@carrier.in,1634.97,TRUE,Same Day,no,TRUE,5777,64
