Shipment_ID,Order_ID,Customer_ID,Carrier_ID,Warehouse_ID,Vehicle_ID,Route_ID,Origin_City,Origin_State,Destination_City,Destination_State,Product_Category,Weight_kg,Volume_m3,Dispatch_Date,Expected_Delivery,Actual_Delivery,Freight_Charge_INR,GST_INR,Payment_Mode,Delivery_Status,Is_Delayed,Attempts,POD_Collected
SHP0004096,ORD0004096,CUST004213,CAR013,WH008,VEH02817,RTE001113,Jabalpur,Madhya Pradesh,Manali,Himachal Pradesh,Electronics,327.7,10.778,2022-03-02 00:00:00,2022-03-10 00:00:00,2022-03-11 00:00:00,4611.44,830.06,Prepaid,Delivered,TRUE,1,FALSE
SHP0004097,ORD0004097,CUST005233,CAR003,WH091,VEH02270,RTE003265,Berhampur,Odisha,Rajkot,Gujarat,Grocery & FMCG,,0.358,2024-02-11 00:00:00,2024-02-18 00:00:00,2024-02-16 00:00:00,2041.44,367.46,UPI,Returned,FALSE,1,FALSE
SHP0004098,ORD0004098,CUST003843,CAR003,WH054,VEH00301,RTE000194,New Delhi,Delhi,Kozhikode,Kerala,Pharmaceuticals,382.47,4.152,2022-05-31 00:00:00,2022-06-02 00:00:00,2022-06-08 00:00:00,4733.5,852.03,COD,Delayed,TRUE,1,TRUE
SHP0004099,ORD0004099,CUST003198,CAR007,WH097,VEH05079,RTE001159,Gandhinagar,Gujarat,Kannur,Kerala,Jewellery,85.44,14.922,2022-10-14 00:00:00,2022-10-26 00:00:00,2022-10-24 00:00:00,451.02,81.18,Net Banking,Pending Pickup,FALSE,1,TRUE
SHP0004100,ORD0004100,CUST006012,CAR005,WH072,VEH04205,RTE006153,Surat,Gujarat,Roorkee,Uttarakhand,Home Appliances,,19.517,2022-04-24 00:00:00,2022-05-06 00:00:00,2022-05-06 00:00:00,2033.97,366.11,Net Banking,Delayed,FALSE,3,FALSE
SHP0004101,ORD0004101,CUST001009,CAR002,WH068,VEH05390,RTE002282,Lucknow,Uttar Pradesh,Haridwar,Uttarakhand,Industrial Goods,251.41,12.293,2021-07-12 00:00:00,2021-07-16 00:00:00,2021-07-14 00:00:00,4305.68,775.02,Prepaid,Pending Pickup,FALSE,1,FALSE
SHP0004102,ORD0004102,CUST003655,CAR001,WH063,VEH03002,RTE002258,Bathinda,Punjab,Jalandhar,Punjab,Cosmetics & Personal Care,419.52,7.161,2022-10-05 00:00:00,2022-10-06 00:00:00,2022-10-05 00:00:00,2098.26,377.69,UPI,In Transit,FALSE,3,TRUE
SHP0004103,ORD0004103,CUST001286,CAR002,WH031,VEH03284,RTE001032,Bhubaneswar,Odisha,Madurai,Tamil Nadu,Perishables,368.4,11.248,2023-03-09 00:00:00,2023-03-14 00:00:00,2023-03-14 00:00:00,1935.8,348.44,UPI,Out for Delivery,FALSE,2,FALSE
SHP0004104,ORD0004104,CUST003786,CAR005,WH092,VEH04932,RTE005785,Solan,Himachal Pradesh,Ponda,Goa,Office Supplies,461.4,7.043,2022-03-22 00:00:00,2022-04-01 00:00:00,2022-04-01 00:00:00,7680.68,1382.52,COD,Lost,FALSE,1,TRUE
SHP0004105,ORD0004105,CUST002234,CAR011,WH001,VEH00680,RTE000989,Jorhat,Assam,Dwarka,Delhi,Perishables,59.5,21.955,2021-04-18 00:00:00,2021-04-23 00:00:00,2021-04-26 00:00:00,875.7,157.63,Wallet,Cancelled,TRUE,2,N
SHP0004106,ORD0004106,CUST003419,CAR005,WH081,VEH00042,RTE000763,Ahmedabad,Gujarat,Ludhiana,Punjab,Sports & Fitness,67.77,20.851,2024-05-20 00:00:00,2024-05-29 00:00:00,2024-05-28 00:00:00,690.54,124.3,COD,In Transit,FALSE,2,TRUE
SHP0004107,ORD0004107,CUST000475,CAR013,WH018,VEH01879,RTE003962,Ludhiana,Punjab,Siliguri,West Bengal,Automotive Parts,455.37,8.75,2022-05-12 00:00:00,2022-05-17 00:00:00,2022-05-15 00:00:00,7303.25,1314.59,Prepaid,In Transit,FALSE,2,FALSE
SHP0004108,ORD0004108,CUST000086,CAR003,WH073,VEH04833,RTE005880,Jaipur,Rajasthan,Gwalior,Madhya Pradesh,Electronics,83.59,15.351,2021-01-18 00:00:00,2021-01-20 00:00:00,2021-01-19 00:00:00,#ERROR,166.48,Prepaid,Delivered,FALSE,4,TRUE
SHP0004109,ORD0004109,CUST002015,CAR004,WH054,VEH01654,RTE001872,Bengaluru,Karnataka,Roorkee,Uttarakhand,Electronics,247.93,22.844,2023-08-22 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,1281.8,230.72,Prepaid,Returned,FALSE,3,TRUE
SHP0004110,ORD0004110,CUST002410,CAR015,WH084,VEH02444,RTE006149,Kochi,Kerala,Bhubaneswar,Odisha,Electronics,405.61,22.569,2024-05-09 00:00:00,2024-05-14 00:00:00,2024-05-20 00:00:00,5811.53,1046.08,Wallet,Pending Pickup,TRUE,4,FALSE
SHP0004111,ORD0004111,CUST000737,CAR001,WH017,VEH04584,RTE004122,Amritsar,Punjab,Bhopal,Madhya Pradesh,Electronics,471.22,13.178,2023-03-31 00:00:00,2023-04-03 00:00:00,,7409.91,1333.78,Wallet,Returned,FALSE,1,FALSE
SHP0004112,ORD0004112,CUST000001,CAR006,WH004,VEH00999,RTE002307,Jaipur,Rajasthan,New Delhi,Delhi,Electronics,215.89,10.248,2023-12-04 00:00:00,2023-12-15 00:00:00,2023-12-14 00:00:00,3313.92,596.51,COD,Lost,FALSE,4,FALSE
SHP0004113,ORD0004113,CUST006247,CAR007,WH045,VEH00474,RTE005034,Jalandhar,Punjab,Trichy,Tamil Nadu,Furniture,300.11,19.615,2024-09-16 00:00:00,2024-09-28 00:00:00,2024-09-28 00:00:00,2703.91,486.7,COD,Delayed,FALSE,2,TRUE
SHP0004114,ORD0004114,CUST003062,CAR014,WH095,VEH00484,RTE003156,Dwarka,Delhi,Gurugram,Delhi,Sports & Fitness,39.15,12.768,2022-11-23 00:00:00,2022-12-04 00:00:00,2022-12-08 00:00:00,513.82,92.49,Net Banking,In Transit,TRUE,1,TRUE
SHP0004115,ORD0004115,CUST004595,CAR007,WH053,VEH01986,RTE001262,Aurangabad,Maharashtra,Indore,Madhya Pradesh,Automotive Parts,73.33,14.391,2024-06-27 00:00:00,2024-07-01 00:00:00,2024-06-30 00:00:00,1037.92,186.83,COD,Out for Delivery,FALSE,2,TRUE
SHP0004116,ORD0004116,CUST006521,CAR013,WH083,VEH01568,RTE006002,Guwahati,Assam,Gandhinagar,Gujarat,Office Supplies,425.72,0.139,2021-04-05 00:00:00,2021-04-11 00:00:00,2021-04-13 00:00:00,7069.69,1272.54,Prepaid,Returned,TRUE,1,FALSE
SHP0004117,ORD0004117,CUST004563,CAR006,WH032,VEH02557,RTE003692,Hyderabad,Telangana,Karimnagar,Telangana,Perishables,284.49,1.917,2024-08-25 00:00:00,2024-09-06 00:00:00,2024-09-05 00:00:00,2870.29,516.65,Prepaid,Cancelled,FALSE,3,FALSE
SHP0004118,ORD0004118,CUST001414,CAR013,WH030,VEH05238,RTE002148,Lucknow,Uttar Pradesh,Patna,Bihar,Pharmaceuticals,251.61,9.172,2024-04-17 00:00:00,2024-04-23 00:00:00,2024-04-23 00:00:00,4443.56,799.84,Prepaid,Pending Pickup,FALSE,3,FALSE
SHP0004119,ORD0004119,CUST006589,CAR008,WH051,VEH02788,RTE002043,Ajmer,Rajasthan,Gandhinagar,Gujarat,Industrial Goods,407.67,21.674,2023-05-28 00:00:00,2023-05-31 00:00:00,2023-05-31 00:00:00,7091.05,1276.39,Prepaid,Delivered,FALSE,1,FALSE
SHP0004120,ORD0004120,CUST004327,CAR008,WH034,VEH01722,RTE005843,Manali,Himachal Pradesh,Warangal,Telangana,Grocery & FMCG,89.66,23.947,2024-11-25 00:00:00,2024-12-04 00:00:00,2024-12-02 00:00:00,1258.12,226.46,COD,In Transit,FALSE,3,TRUE
SHP0004121,ORD0004121,CUST003695,CAR007,WH007,VEH06297,RTE006559,Jaipur,Rajasthan,Patiala,Punjab,Toys & Games,382.64,19.505,2024-09-16 00:00:00,2024-09-20 00:00:00,2024-09-18 00:00:00,5784.01,1041.12,Net Banking,Pending Pickup,FALSE,4,FALSE
SHP0004122,ORD0004122,CUST000230,CAR001,WH099,VEH04704,RTE005661,Kochi,Kerala,Cuttack,Odisha,Furniture,498.2,10.647,2022-09-19 00:00:00,2022-09-30 00:00:00,2022-09-29 00:00:00,4729.87,851.38,UPI,In Transit,FALSE,3,yes
SHP0004123,ORD0004123,CUST001931,CAR012,WH075,VEH01548,RTE003369,Mysuru,Karnataka,Bengaluru,Karnataka,Jewellery,145.51,13.661,2023-01-13 00:00:00,2023-01-17 00:00:00,2023-01-20 00:00:00,1006.98,181.26,Credit,Delayed,TRUE,4,FALSE
SHP0004124,ORD0004124,CUST003056,CAR013,WH058,VEH00907,RTE004585,Rajkot,Gujarat,Bokaro,Jharkhand,Home Appliances,311.78,4.871,2024-04-01 00:00:00,2024-04-09 00:00:00,,4526.96,814.85,UPI,Lost,FALSE,4,TRUE
SHP0004125,ORD0004125,CUST000727,CAR007,WH053,VEH05203,RTE006774,Ponda,Goa,Faridabad,Haryana,Apparel & Fashion,88.32,9.844,2024-01-08 00:00:00,2024-01-11 00:00:00,2024-01-17 00:00:00,1317.83,237.21,COD,Returned,TRUE,1,TRUE
SHP0004126,ORD0004126,CUST003906,CAR002,WH019,VEH03898,RTE005917,Berhampur,Odisha,Hubli,Karnataka,Sports & Fitness,18.75,20.758,2023-08-10 00:00:00,2023-08-21 00:00:00,2023-08-19 00:00:00,321.37,57.85,Wallet,Delayed,FALSE,1,TRUE
SHP0004127,ORD0004127,CUST000708,CAR011,WH097,VEH02539,RTE002528,Cuttack,Odisha,Kochi,Kerala,Industrial Goods,192.01,18.42,2021-10-05 00:00:00,2021-10-14 00:00:00,2021-10-12 00:00:00,1363.94,245.51,Net Banking,Out for Delivery,FALSE,3,TRUE
SHP0004128,ORD0004128,CUST004825,CAR011,WH070,VEH05909,RTE004438,Bhagalpur,Bihar,Gwalior,Madhya Pradesh,Electronics,291.5,15.164,2024-07-13 00:00:00,2024-07-21 00:00:00,2024-07-19 00:00:00,1694.07,304.93,Credit,In Transit,FALSE,1,FALSE
SHP0004129,ORD0004129,CUST004820,CAR003,WH021,VEH01063,RTE002978,Rourkela,Odisha,Ujjain,Madhya Pradesh,Books & Stationery,407.34,7.922,2022-07-23 00:00:00,2022-08-04 00:00:00,2022-08-04 00:00:00,2487.21,447.7,UPI,In Transit,FALSE,2,FALSE
SHP0004130,ORD0004130,CUST002206,CAR006,WH057,VEH01184,RTE000279,Thrissur,Kerala,Rourkela,Odisha,Automotive Parts,,2.181,2021-03-07 00:00:00,2021-03-13 00:00:00,2021-03-12 00:00:00,1197.35,215.52,Wallet,Out for Delivery,FALSE,2,FALSE
SHP0004131,ORD0004131,CUST005502,CAR002,WH011,VEH00762,RTE003628,Gaya,Bihar,Aurangabad,Maharashtra,Industrial Goods,408.08,15.15,2024-02-26 00:00:00,2024-03-04 00:00:00,2024-03-02 00:00:00,6691.12,1204.4,Credit,Cancelled,FALSE,4,FALSE
SHP0004132,ORD0004132,CUST006138,CAR008,WH085,VEH03551,RTE000182,Pune,Maharashtra,Aurangabad,Maharashtra,Grocery & FMCG,270.26,24.425,2024-06-05 00:00:00,2024-06-16 00:00:00,2024-06-16 00:00:00,1760.37,316.87,UPI,Returned,FALSE,4,TRUE
SHP0004133,ORD0004133,CUST005674,CAR005,WH021,VEH02966,RTE000546,New Delhi,Delhi,Indore,Madhya Pradesh,Toys & Games,42.72,1.618,2024-05-24 00:00:00,2024-06-01 00:00:00,2024-06-07 00:00:00,744.88,134.08,Wallet,In Transit,TRUE,4,FALSE
SHP0004134,ORD0004134,CUST004635,CAR004,WH096,VEH04773,RTE001963,Rishikesh,Uttarakhand,Ludhiana,Punjab,Office Supplies,467,20.942,2021-12-27 00:00:00,2022-01-06 00:00:00,2022-01-04 00:00:00,4571.71,822.91,Net Banking,Lost,FALSE,4,TRUE
SHP0004135,ORD0004135,CUST003645,CAR005,WH072,VEH04105,RTE005738,Agra,Uttar Pradesh,Ajmer,Rajasthan,Toys & Games,282.78,7.148,2024-12-09 00:00:00,2024-12-18 00:00:00,2024-12-17 00:00:00,3092.08,556.57,Wallet,Delivered,0,2,TRUE
SHP0004136,ORD0004136,CUST002114,CAR003,WH071,VEH00792,RTE002478,Panipat,Haryana,Belagavi,Karnataka,Home Appliances,,18.217,2021-08-09 00:00:00,2021-08-11 00:00:00,2021-08-11 00:00:00,4395.41,791.17,Credit,Pending Pickup,FALSE,4,no
SHP0004137,ORD0004137,CUST002775,CAR002,WH023,VEH00696,RTE001140,Mumbai,Maharashtra,Vadodara,Gujarat,Toys & Games,288.17,17.806,2023-08-02 00:00:00,2023-08-13 00:00:00,2023-08-13 00:00:00,5112.86,920.31,UPI,Lost,FALSE,1,FALSE
SHP0004138,ORD0004138,CUST000124,CAR001,WH097,VEH02959,RTE006537,Ludhiana,Punjab,Deoghar,Jharkhand,Jewellery,53.46,18.082,2023-09-18 00:00:00,2023-09-22 00:00:00,2023-09-22 00:00:00,375.91,67.66,Wallet,Cancelled,FALSE,3,TRUE
SHP0004139,ORD0004139,CUST000167,CAR009,WH100,VEH06028,RTE001431,Ranchi,Jharkhand,Mapusa,Goa,Pharmaceuticals,202.9,21.854,2024-07-26 00:00:00,2024-07-27 00:00:00,,2283.63,411.05,Prepaid,Pending Pickup,FALSE,4,TRUE
SHP0004140,ORD0004140,CUST004947,CAR005,WH053,VEH06058,RTE001867,Lucknow,Uttar Pradesh,Ponda,Goa,Toys & Games,427.25,9.224,2022-01-21 00:00:00,2022-01-24 00:00:00,,7462.52,1343.25,COD,Lost,FALSE,4,TRUE
SHP0004141,ORD0004141,CUST003906,CAR004,WH032,VEH06381,RTE002657,Aurangabad,Maharashtra,Chennai,Tamil Nadu,Pharmaceuticals,28.27,17.438,2022-11-05 00:00:00,2022-11-12 00:00:00,2022-11-12 00:00:00,311.87,56.14,Wallet,Pending Pickup,FALSE,3,TRUE
SHP0004142,ORD0004142,CUST000408,CAR010,WH016,VEH03907,RTE005946,Nagpur,Maharashtra,Rohtak,Haryana,Industrial Goods,53.38,16.038,2024-08-25 00:00:00,2024-08-31 00:00:00,2024-08-30 00:00:00,--,97.4,Prepaid,Cancelled,FALSE,3,FALSE
SHP0004143,ORD0004143,CUST003500,CAR009,WH003,VEH06360,RTE002597,Kolkata,West Bengal,Salem,Tamil Nadu,Books & Stationery,267.48,22.308,2021-07-10 00:00:00,2021-07-17 00:00:00,2021-07-15 00:00:00,2708.74,487.57,UPI,In Transit,FALSE,2,TRUE
SHP0004144,ORD0004144,CUST002191,CAR014,WH094,VEH06190,RTE006109,Asansol,West Bengal,Madurai,Tamil Nadu,Electronics,26.42,16.469,2023-05-08 00:00:00,2023-05-13 00:00:00,2023-05-13 00:00:00,172.03,30.97,COD,Out for Delivery,FALSE,1,FALSE
SHP0004145,ORD0004145,CUST005415,CAR009,WH073,VEH04626,RTE000193,Rohtak,Haryana,Hyderabad,Telangana,Toys & Games,138.09,2.684,2023-04-01 00:00:00,2023-04-12 00:00:00,2023-04-11 00:00:00,990.64,178.32,Prepaid,Delivered,FALSE,3,FALSE
SHP0004146,ORD0004146,CUST002113,CAR015,WH052,VEH06190,RTE002266,Indore,Madhya Pradesh,Jalandhar,Punjab,Apparel & Fashion,486.74,0.03,2023-11-07 00:00:00,2023-11-15 00:00:00,2023-11-17 00:00:00,3296.14,593.31,UPI,In Transit,TRUE,3,TRUE
SHP0004147,ORD0004147,CUST000413,CAR010,WH097,VEH00737,RTE002511,Ahmedabad,Gujarat,Ludhiana,Punjab,Cosmetics & Personal Care,375.74,4.995,2021-05-12 00:00:00,2021-05-24 00:00:00,,5553.51,999.63,Prepaid,Delayed,FALSE,2,TRUE
SHP0004148,ORD0004148,CUST006569,CAR015,WH070,VEH01626,RTE005705,Coimbatore,Tamil Nadu,Chennai,Tamil Nadu,Apparel & Fashion,233.44,19.363,2021-05-17 00:00:00,2021-05-25 00:00:00,2021-05-25 00:00:00,1743.6,313.85,Prepaid,Lost,FALSE,4,FALSE
SHP0004149,ORD0004149,CUST005671,CAR004,WH059,VEH03171,RTE006075,Patna,Bihar,Jaipur,Rajasthan,Automotive Parts,194.99,12.855,2022-02-27 00:00:00,2022-03-01 00:00:00,2022-03-01 00:00:00,2319.75,417.56,COD,Delayed,FALSE,3,FALSE
SHP0004150,ORD0004150,CUST003873,CAR012,WH023,VEH05527,RTE000208,Jamshedpur,Jharkhand,Dharamshala,Himachal Pradesh,Industrial Goods,58.66,15.459,2022-03-18 00:00:00,2022-03-20 00:00:00,2022-03-19 00:00:00,376.73,67.81,Net Banking,Returned,No,4,TRUE
SHP0004151,ORD0004151,CUST005407,CAR010,WH048,VEH03636,RTE003044,Solan,Himachal Pradesh,Lucknow,Uttar Pradesh,Electronics,432.66,9.464,2024-06-27 00:00:00,2024-07-03 00:00:00,2024-07-01 00:00:00,5926.22,1066.72,COD,Out for Delivery,Yes,1,TRUE
SHP0004152,ORD0004152,CUST000589,CAR001,WH039,VEH05456,RTE004095,Jabalpur,Madhya Pradesh,Dharamshala,Himachal Pradesh,Cosmetics & Personal Care,,11.385,2023-08-22 00:00:00,2023-08-31 00:00:00,2023-08-30 00:00:00,1660.36,298.86,Credit,Out for Delivery,FALSE,4,yes
SHP0004153,ORD0004153,CUST005244,CAR004,WH006,VEH04279,RTE005911,Jodhpur,Rajasthan,Hubli,Karnataka,Grocery & FMCG,194.54,23.383,2022-01-29 00:00:00,2022-02-07 00:00:00,2022-02-06 00:00:00,2172.49,391.05,Net Banking,Out for Delivery,FALSE,3,FALSE
SHP0004154,ORD0004154,CUST001423,CAR012,WH057,VEH05355,RTE005805,Hubli,Karnataka,Durgapur,West Bengal,Cosmetics & Personal Care,169.82,5.705,2023-05-29 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2355.06,423.91,UPI,Cancelled,FALSE,4,FALSE
SHP0004155,ORD0004155,CUST005576,CAR002,WH064,VEH04905,RTE000908,Noida,Delhi,Dwarka,Delhi,Perishables,235.73,18.801,2023-07-17 00:00:00,2023-07-29 00:00:00,2023-08-02 00:00:00,1532.83,275.91,Wallet,Cancelled,TRUE,4,no
SHP0004156,ORD0004156,CUST002625,CAR007,WH099,VEH02799,RTE000431,Indore,Madhya Pradesh,Nizamabad,Telangana,Office Supplies,,,2021-02-28 00:00:00,2021-03-12 00:00:00,2021-03-14 00:00:00,507.31,91.32,Prepaid,In Transit,TRUE,3,FALSE
SHP0004157,ORD0004157,CUST001874,CAR010,WH095,VEH02026,RTE006754,Jabalpur,Madhya Pradesh,Bhopal,Madhya Pradesh,Sports & Fitness,491.46,12.136,2023-09-07 00:00:00,2023-09-09 00:00:00,2023-09-09 00:00:00,8321.63,1497.89,UPI,Lost,FALSE,1,TRUE
SHP0004158,ORD0004158,CUST006553,CAR007,WH033,VEH06779,RTE006785,Guwahati,Assam,Haridwar,Uttarakhand,Electronics,9.77,14.215,2024-11-19 00:00:00,2024-11-28 00:00:00,2024-12-01 00:00:00,86.15,15.51,Wallet,Out for Delivery,TRUE,3,TRUE
SHP0004159,ORD0004159,CUST002359,CAR005,WH069,VEH03626,RTE005412,Bokaro,Jharkhand,Haridwar,Uttarakhand,Automotive Parts,193.03,12.994,2021-10-06 00:00:00,2021-10-14 00:00:00,2021-10-12 00:00:00,1959.48,352.71,Wallet,Lost,FALSE,1,TRUE
SHP0004160,ORD0004160,CUST003425,CAR007,WH068,VEH04972,RTE003535,Margao,Goa,Bengaluru,Karnataka,Jewellery,205.56,13.956,2021-09-05 00:00:00,2021-09-06 00:00:00,2021-09-07 00:00:00,2468.77,444.38,Prepaid,Returned,TRUE,3,TRUE
SHP0004161,ORD0004161,CUST000872,CAR007,WH093,VEH01192,RTE001059,Ranchi,Jharkhand,Dehradun,Uttarakhand,Toys & Games,268.77,0.516,2023-09-08 00:00:00,2023-09-19 00:00:00,2023-09-17 00:00:00,2378.14,428.07,UPI,Lost,FALSE,3,TRUE
SHP0004162,ORD0004162,CUST000795,CAR009,WH097,VEH04432,RTE000265,Amritsar,Punjab,Solan,Himachal Pradesh,Industrial Goods,235.79,2.423,2024-09-07 00:00:00,2024-09-16 00:00:00,2024-09-15 00:00:00,2892.81,520.71,Wallet,Pending Pickup,FALSE,1,TRUE
SHP0004163,ORD0004163,CUST002662,CAR001,WH010,VEH00488,RTE004176,Bhubaneswar,Odisha,Dehradun,Uttarakhand,Office Supplies,156.2,23.405,2022-04-09 00:00:00,2022-04-19 00:00:00,2022-04-19 00:00:00,1543,277.74,Credit,Out for Delivery,FALSE,2,FALSE
SHP0004164,ORD0004164,CUST002692,CAR013,WH054,VEH03197,RTE005281,Vadodara,Gujarat,Gwalior,Madhya Pradesh,Apparel & Fashion,292.83,22.792,2024-12-18 00:00:00,2024-12-23 00:00:00,2024-12-25 00:00:00,3651.19,657.21,Wallet,In Transit,TRUE,2,FALSE
SHP0004165,ORD0004165,CUST005128,CAR003,WH065,VEH01970,RTE000270,Jalandhar,Punjab,Rishikesh,Uttarakhand,Industrial Goods,465.64,4.318,2022-08-25 00:00:00,2022-08-27 00:00:00,2022-08-27 00:00:00,5278.4,950.11,Net Banking,Delayed,FALSE,4,FALSE
SHP0004166,ORD0004166,CUST002740,CAR014,WH020,VEH05064,RTE001252,Thiruvananthapuram,Kerala,Ujjain,Madhya Pradesh,Grocery & FMCG,237.45,2.387,2021-01-23 00:00:00,2021-02-04 00:00:00,2021-02-02 00:00:00,2185.66,393.42,COD,Cancelled,FALSE,2,FALSE
SHP0004167,ORD0004167,CUST001495,CAR014,WH002,VEH03131,RTE000025,Panipat,Haryana,Salem,Tamil Nadu,Books & Stationery,321.49,3.253,2024-12-17 00:00:00,2024-12-18 00:00:00,2024-12-18 00:00:00,N/A,632.21,Prepaid,Out for Delivery,FALSE,1,FALSE
SHP0004168,ORD0004168,CUST002132,CAR007,WH036,VEH05486,RTE000929,Agra,Uttar Pradesh,Patna,Bihar,Office Supplies,274.39,24.046,2022-01-05 00:00:00,2022-01-13 00:00:00,2022-01-13 00:00:00,4079.52,734.31,COD,Out for Delivery,FALSE,3,TRUE
SHP0004169,ORD0004169,CUST005157,CAR011,WH028,VEH04468,RTE005323,Jaipur,Rajasthan,Dwarka,Delhi,Electronics,428.82,2.494,2022-09-18 00:00:00,2022-09-30 00:00:00,2022-10-05 00:00:00,7266.55,1307.98,COD,Pending Pickup,TRUE,2,TRUE
SHP0004170,ORD0004170,CUST000247,CAR014,WH021,VEH01095,RTE000842,Bhagalpur,Bihar,Jabalpur,Madhya Pradesh,Apparel & Fashion,225.57,16.557,2021-09-29 00:00:00,2021-10-09 00:00:00,2021-10-13 00:00:00,1406.91,253.24,Prepaid,Cancelled,TRUE,4,FALSE
SHP0004171,ORD0004171,CUST006481,CAR012,WH067,VEH02139,RTE000420,Mumbai,Maharashtra,Cuttack,Odisha,Sports & Fitness,319.48,22.322,2024-08-25 00:00:00,2024-08-27 00:00:00,2024-08-31 00:00:00,2145.75,386.24,UPI,Pending Pickup,TRUE,1,TRUE
SHP0004172,ORD0004172,CUST001127,CAR009,WH012,VEH04277,RTE002103,Kolkata,West Bengal,Bengaluru,Karnataka,Grocery & FMCG,397.1,22.725,2021-12-18 00:00:00,2021-12-20 00:00:00,2021-12-20 00:00:00,3043.44,547.82,Net Banking,Out for Delivery,FALSE,4,FALSE
SHP0004173,ORD0004173,CUST003599,CAR008,WH018,VEH00610,RTE000723,Asansol,West Bengal,Bathinda,Punjab,Toys & Games,372.57,6.05,2024-08-16 00:00:00,2024-08-23 00:00:00,2024-08-24 00:00:00,2421.27,435.83,Prepaid,Pending Pickup,TRUE,3,TRUE
SHP0004174,ORD0004174,CUST004589,CAR005,WH060,VEH04033,RTE001181,Surat,Gujarat,Khammam,Telangana,Books & Stationery,273.44,6.773,2021-12-16 00:00:00,2021-12-18 00:00:00,2021-12-16 00:00:00,2500.64,450.12,COD,Delivered,FALSE,3,FALSE
SHP0004175,ORD0004175,CUST006618,CAR012,WH063,VEH06646,RTE002964,Kanpur,Uttar Pradesh,New Delhi,Delhi,Furniture,400.98,0.268,2022-07-08 00:00:00,2022-07-10 00:00:00,2022-07-10 00:00:00,5563.05,1001.35,Credit,Lost,FALSE,1,TRUE
SHP0004176,ORD0004176,CUST005568,CAR009,WH028,VEH06184,RTE004178,Nashik,Maharashtra,Ahmedabad,Gujarat,Electronics,183.11,22.05,2021-07-12 00:00:00,2021-07-17 00:00:00,2021-07-16 00:00:00,1564.72,281.65,Wallet,Returned,FALSE,4,TRUE
SHP0004177,ORD0004177,CUST005958,CAR006,WH015,VEH05215,RTE004145,Mandi,Himachal Pradesh,Mysuru,Karnataka,Toys & Games,37.36,6.778,2024-11-10 00:00:00,2024-11-17 00:00:00,2024-11-18 00:00:00,428.99,77.22,Net Banking,In Transit,TRUE,2,TRUE
SHP0004178,ORD0004178,CUST001512,CAR002,WH097,VEH01525,RTE003367,Dhanbad,Jharkhand,Coimbatore,Tamil Nadu,Apparel & Fashion,194.26,7.346,2024-06-17 00:00:00,2024-06-22 00:00:00,2024-06-21 00:00:00,#ERROR,253.5,UPI,Delayed,FALSE,2,FALSE
SHP0004179,ORD0004179,CUST000441,CAR011,WH059,VEH05023,RTE005640,Ajmer,Rajasthan,Shimla,Himachal Pradesh,Grocery & FMCG,430.51,21.1,2023-12-12 00:00:00,2023-12-17 00:00:00,2023-12-20 00:00:00,6837.07,1230.67,Net Banking,Delayed,TRUE,1,FALSE
SHP0004180,ORD0004180,CUST000931,CAR011,WH097,VEH04037,RTE000361,Coimbatore,Tamil Nadu,Pune,Maharashtra,Office Supplies,462.95,22.155,2022-04-16 00:00:00,2022-04-23 00:00:00,2022-04-24 00:00:00,4040.33,727.26,Prepaid,In Transit,TRUE,2,N
SHP0004181,ORD0004181,CUST002965,CAR002,WH060,VEH00851,RTE002392,Rohtak,Haryana,Chennai,Tamil Nadu,Cosmetics & Personal Care,53.67,18.939,2021-05-06 00:00:00,2021-05-18 00:00:00,2021-05-16 00:00:00,713.79,128.48,Wallet,Pending Pickup,FALSE,3,TRUE
SHP0004182,ORD0004182,CUST004526,CAR008,WH038,VEH01784,RTE004896,Dwarka,Delhi,Kannur,Kerala,Office Supplies,296.16,21.126,2023-04-24 00:00:00,2023-05-05 00:00:00,2023-05-05 00:00:00,4713.73,848.47,Wallet,Returned,FALSE,4,Y
SHP0004183,ORD0004183,CUST000523,CAR014,WH087,VEH00555,RTE005368,Bhagalpur,Bihar,Gurugram,Delhi,Home Appliances,38.99,21.255,2024-10-11 00:00:00,2024-10-13 00:00:00,2024-10-12 00:00:00,684.94,123.29,Prepaid,Cancelled,FALSE,3,FALSE
SHP0004184,ORD0004184,CUST000939,CAR015,WH022,VEH00757,RTE003217,Karimnagar,Telangana,Kannur,Kerala,Automotive Parts,79.55,18.379,2022-05-19 00:00:00,2022-05-21 00:00:00,2022-05-19 00:00:00,--,112.79,Wallet,Out for Delivery,FALSE,2,FALSE
SHP0004185,ORD0004185,CUST001877,CAR007,WH087,VEH05576,RTE000003,Roorkee,Uttarakhand,Panipat,Haryana,Sports & Fitness,203.58,24.002,2022-01-14 00:00:00,2022-01-24 00:00:00,2022-01-22 00:00:00,1940.05,349.21,Prepaid,Delayed,FALSE,3,FALSE
SHP0004186,ORD0004186,CUST000247,CAR011,WH062,VEH02683,RTE001118,Vasco,Goa,Darbhanga,Bihar,Home Appliances,491.17,7.991,2022-04-26 00:00:00,2022-05-05 00:00:00,2022-05-03 00:00:00,4359.73,784.75,COD,Delayed,FALSE,3,FALSE
