Vehicle_ID,Carrier_ID,Vehicle_Type,Registration_No,Model,Manufacture_Year,Fuel_Type,Max_Payload_tons,Mileage_kmpl,Odometer_km,Last_Service_Date,Next_Service_Due,GPS_Enabled,Insurance_Expiry,Operational_State,Driver_ID,Is_Active
VEH03910,CAR001,Pickup Van,JH15PQ2185,Ashok Leyland DOST,2016,Diesel,0.9,7.6,207842,2022-12-28 00:00:00,2022-09-05 00:00:00,1,2024-06-13 00:00:00,Jharkhand,DRV04174,TRUE
VEH03911,CAR010,Light Commercial Vehicle,TS62XY7987,Force Traveller,2019,Diesel,9.57,18.1,206179,2024-08-09 00:00:00,2024-01-11 00:00:00,FALSE,2022-10-30 00:00:00,Telangana,DRV04244,FALSE
VEH03912,CAR012,3-Wheeler,AS52CD9000,Force Traveller,2014,Diesel,6.03,21.9,386172,2022-03-31 00:00:00,2021-07-17 00:00:00,TRUE,2026-11-04 00:00:00,Assam,DRV04023,TRUE
VEH03913,CAR002,Container Truck,PB95XY3233,Eicher Pro 2049,2022,Diesel,11.78,24.5,357022,,2024-09-28 00:00:00,TRUE,2024-07-17 00:00:00,Punjab,DRV01518,FALSE
VEH03914,CAR012,2-Wheeler,DL46EF1598,Tata Ace,2018,CNG,16.34,9.6,420745,2023-08-01 00:00:00,2022-06-04 00:00:00,TRUE,2023-10-13 00:00:00,Delhi,DRV04038,FALSE
VEH03915,CAR010,Tempo,JH18AB9978,Eicher Pro 2049,2013,LNG,29.2,3.7,154140,2021-11-16 00:00:00,2023-03-17 00:00:00,FALSE,2026-11-23 00:00:00,Jharkhand,DRV03109,FALSE
VEH03916,CAR007,2-Wheeler,HP20AB6538,Bajaj RE,2016,Diesel,21.18,21,439772,2024-02-19 00:00:00,2021-09-07 00:00:00,TRUE,2025-03-10 00:00:00,Himachal Pradesh,DRV01497,Inactive
VEH03917,CAR009,Container Truck,BR81PQ8427,Force Traveller,2020,LNG,22.29,13.8,66791,2024-08-10 00:00:00,2022-08-13 00:00:00,FALSE,2026-02-19 00:00:00,Bihar,DRV03822,FALSE
VEH03918,CAR004,Heavy Truck,TN34AB4549,TATA 407,2019,Diesel,26.48,21.2,312228,2022-06-10 00:00:00,2021-08-12 00:00:00,TRUE,2023-12-16 00:00:00,Tamil Nadu,DRV03299,FALSE
VEH03919,CAR014,Tempo,KA58EF1375,Maruti Super Carry,2022,Electric,27.42,14.8,206211,2021-08-22 00:00:00,2023-02-28 00:00:00,TRUE,2023-10-02 00:00:00,Karnataka,DRV03300,TRUE
VEH03920,CAR001,Medium Truck,BR18PQ7213,Eicher Pro 2049,2008,Diesel,20.14,16.3,325359,2021-06-04 00:00:00,2022-06-25 00:00:00,FALSE,2025-10-24 00:00:00,Bihar,DRV02201,TRUE
VEH03921,CAR015,Pickup Van,UP19PQ4794,TVS King,2018,Petrol,26.53,12.9,168038,2024-10-04 00:00:00,2022-09-11 00:00:00,FALSE,2021-12-18 00:00:00,Uttar Pradesh,DRV00459,TRUE
VEH03922,CAR001,Mini Truck,PB95AB2893,Hero Splendor,2014,LNG,6.27,9.1,154096,2022-09-07 00:00:00,2023-05-21 00:00:00,TRUE,2021-09-12 00:00:00,Punjab,DRV01511,FALSE
VEH03923,CAR014,Medium Truck,GJ27CD7273,Eicher Pro 2049,2022,Petrol,13.1,,115729,2021-02-03 00:00:00,2024-05-16 00:00:00,0,2025-06-02 00:00:00,Gujarat,DRV00803,TRUE
VEH03924,CAR013,Container Truck,UK12XY5779,Tata LPT 1613,2016,Diesel,3.35,11.7,,,2024-09-26 00:00:00,FALSE,2023-08-25 00:00:00,Uttarakhand,DRV00535,FALSE
VEH03925,CAR001,3-Wheeler,WB55AB6342,Euler HiLoad,2018,LNG,15.29,,270074,2024-07-29 00:00:00,2022-12-20 00:00:00,FALSE,2021-05-31 00:00:00,West Bengal,DRV03675,TRUE
VEH03926,CAR002,Container Truck,RJ74PQ7824,BharatBenz 1415,2022,LNG,14.59,6.6,264028,2023-11-20 00:00:00,2024-05-26 00:00:00,No,2022-04-24 00:00:00,Rajasthan,DRV04994,TRUE
VEH03927,CAR010,3-Wheeler,OD71CD1761,BharatBenz 1415,2016,Diesel,8.63,15.2,492058,2023-01-14 00:00:00,2023-06-29 00:00:00,TRUE,2024-07-27 00:00:00,Odisha,DRV04138,FALSE
VEH03928,CAR009,Container Truck,DL57XY5813,Maruti Super Carry,2018,LNG,22.05,23.5,303968,2022-07-25 00:00:00,2023-08-18 00:00:00,TRUE,2024-05-11 00:00:00,Delhi,DRV04222,TRUE
VEH03929,CAR001,Refrigerated Truck,HR17EF3177,Force Traveller,2009,Electric,6.15,16.9,378516,2022-01-03 00:00:00,2022-11-17 00:00:00,TRUE,2023-03-25 00:00:00,Haryana,DRV00040,TRUE
VEH03930,CAR006,Tempo,TS17EF2450,Tata LPT 1613,2011,Diesel,1.04,17.2,461862,2023-05-19 00:00:00,2021-12-23 00:00:00,TRUE,2022-05-15 00:00:00,Telangana,DRV04978,FALSE
VEH03931,CAR008,Tempo,OD86CD5440,Eicher Pro 2049,2014,CNG,1.52,16.2,177892,2022-03-07 00:00:00,2024-10-09 00:00:00,TRUE,2023-04-17 00:00:00,Odisha,DRV02022,FALSE
VEH03932,CAR005,Pickup Van,GA14EF9015,Eicher Pro 2049,2016,Petrol,3.5,5.4,349661,2023-07-29 00:00:00,2023-10-08 00:00:00,TRUE,2026-01-31 00:00:00,Goa,DRV04621,TRUE
VEH03933,CAR009,3-Wheeler,BR19PQ4213,Tata LPT 1613,2024,Electric,20.45,20.7,415115,2021-10-26 00:00:00,2024-08-16 00:00:00,TRUE,2026-07-02 00:00:00,Bihar,DRV03831,TRUE
VEH03934,CAR005,3-Wheeler,RJ12PQ1837,Tata LPT 1613,2015,Electric,4.23,17.4,236058,2024-03-16 00:00:00,2023-10-08 00:00:00,FALSE,2022-08-06 00:00:00,Rajasthan,DRV04632,FALSE
VEH03935,CAR011,Mini Truck,KA74AB3534,Eicher Pro 2049,2023,CNG,N/A,10.4,50367,2021-10-02 00:00:00,2025-11-08 00:00:00,FALSE,2025-11-22 00:00:00,Karnataka,DRV00255,FALSE
VEH03936,CAR007,Light Commercial Vehicle,MH10XY4644,Tata LPT 1613,2022,CNG,11.07,17.7,341660,2021-05-14 00:00:00,2025-05-03 00:00:00,FALSE,2025-06-26 00:00:00,Maharashtra,DRV00728,FALSE
VEH03937,CAR007,3-Wheeler,TS21AB6048,Eicher Pro 2049,2012,Diesel,2.13,4.4,21510,2023-02-27 00:00:00,2023-04-06 00:00:00,TRUE,2022-08-11 00:00:00,Telangana,DRV04734,FALSE
VEH03938,CAR003,Pickup Van,MH22XY8015,Euler HiLoad,2008,Diesel,15.32,11.4,198307,2023-09-17 00:00:00,2024-03-02 00:00:00,TRUE,2022-02-06 00:00:00,Maharashtra,DRV00483,FALSE
VEH03939,CAR004,Pickup Van,PB55XY4461,Tata Ace,2008,Diesel,--,7.4,30150,2023-05-01 00:00:00,2024-10-30 00:00:00,FALSE,2024-06-26 00:00:00,Punjab,DRV01685,TRUE
VEH03940,CAR014,Medium Truck,MP26CD5154,Bajaj RE,2022,Diesel,6.08,9.6,417590,2021-06-08 00:00:00,2024-01-21 00:00:00,TRUE,2022-09-01 00:00:00,Madhya Pradesh,DRV03972,TRUE
VEH03941,CAR015,3-Wheeler,GJ48XY2632,Ashok Leyland DOST,2011,CNG,25.59,11.5,43738,2023-01-27 00:00:00,2021-09-01 00:00:00,TRUE,2023-06-14 00:00:00,Gujarat,DRV01156,TRUE
VEH03942,CAR005,Pickup Van,OD38PQ6190,Eicher Pro 2049,2017,Diesel,23.89,,215327,2022-02-02 00:00:00,2022-03-05 00:00:00,FALSE,2022-05-17 00:00:00,Odisha,DRV04479,TRUE
VEH03943,CAR013,Pickup Van,WB85PQ3089,Eicher Pro 2049,2015,Diesel,21.86,4.7,24395,2021-08-11 00:00:00,2025-05-11 00:00:00,TRUE,2021-09-17 00:00:00,West Bengal,DRV03148,TRUE
VEH03944,CAR012,2-Wheeler,MH85XY6711,Ashok Leyland DOST,2016,Diesel,12.97,17.6,411313,2024-09-28 00:00:00,2025-03-14 00:00:00,TRUE,2026-12-30 00:00:00,Maharashtra,DRV04382,TRUE
VEH03945,CAR004,Light Commercial Vehicle,TN56EF5028,Ashok Leyland DOST,2008,Electric,5.28,12.6,230949,2022-02-07 00:00:00,2023-04-15 00:00:00,TRUE,2021-11-06 00:00:00,Tamil Nadu,DRV03818,FALSE
VEH03946,CAR003,2-Wheeler,GA52XY7613,Yulu Miracle,2014,Petrol,7.04,10.3,163913,2024-05-12 00:00:00,2023-05-20 00:00:00,FALSE,2021-06-29 00:00:00,Goa,DRV03340,FALSE
VEH03947,CAR004,Heavy Truck,DL67AB2907,Yulu Miracle,2017,Diesel,26.9,,392361,2022-11-28 00:00:00,2021-03-19 00:00:00,TRUE,2024-05-08 00:00:00,Delhi,DRV00918,TRUE
VEH03948,CAR010,Light Commercial Vehicle,RJ29CD8859,Piaggio Ape,2023,Diesel,6.08,12.3,112437,2023-03-17 00:00:00,2021-03-29 00:00:00,TRUE,2026-05-11 00:00:00,Rajasthan,DRV00342,FALSE
VEH03949,CAR008,Medium Truck,HR76CD6647,Eicher Pro 2049,2019,LNG,1.52,4.7,498053,2024-04-24 00:00:00,2021-12-24 00:00:00,TRUE,2023-03-10 00:00:00,Haryana,DRV03157,TRUE
VEH03950,CAR003,Container Truck,RJ80AB2970,Eicher Pro 2049,2014,Electric,4.69,20.8,174039,2024-11-07 00:00:00,2021-10-24 00:00:00,TRUE,2022-02-26 00:00:00,Rajasthan,DRV00861,TRUE
VEH03951,CAR014,3-Wheeler,MP39EF5537,Ashok Leyland DOST,2019,Diesel,17.99,15.8,144906,2022-05-05 00:00:00,2024-10-01 00:00:00,TRUE,2022-02-01 00:00:00,Madhya Pradesh,DRV03922,FALSE
VEH03952,CAR010,Light Commercial Vehicle,WB38CD7277,Piaggio Ape,2012,LNG,16.51,3.2,249453,2023-07-27 00:00:00,2025-11-03 00:00:00,FALSE,2023-06-27 00:00:00,West Bengal,DRV01136,FALSE
VEH03953,CAR005,Pickup Van,HP10PQ6884,Mahindra Bolero Pickup,2017,LNG,18.34,12.6,408029,2021-12-02 00:00:00,2021-02-28 00:00:00,TRUE,2025-02-13 00:00:00,Himachal Pradesh,DRV00971,FALSE
VEH03954,CAR002,Container Truck,WB98EF2179,Bajaj RE,2016,Electric,24.37,14.2,335783,2022-12-15 00:00:00,2022-09-10 00:00:00,TRUE,2026-09-28 00:00:00,West Bengal,DRV02452,FALSE
VEH03955,CAR014,Mini Truck,BR42AB2413,TATA 407,2010,CNG,5.52,5.5,284586,2022-11-20 00:00:00,2022-10-31 00:00:00,FALSE,2023-04-22 00:00:00,Bihar,DRV04655,FALSE
VEH03956,CAR004,Tempo,BR26PQ6849,Hero Splendor,2023,CNG,16.54,11.8,199611,2023-05-22 00:00:00,2025-03-25 00:00:00,TRUE,2025-10-18 00:00:00,Bihar,DRV03051,FALSE
VEH03957,CAR010,Medium Truck,TN51XY6791,TATA 407,2021,Electric,7.22,13.6,202510,2022-08-08 00:00:00,2022-11-23 00:00:00,TRUE,2024-05-02 00:00:00,Tamil Nadu,DRV02652,FALSE
VEH03958,CAR012,Pickup Van,HR27CD9855,Tata Ace,2020,CNG,4.63,5.8,352785,,2021-04-22 00:00:00,TRUE,2024-03-31 00:00:00,Haryana,DRV02402,FALSE
VEH03959,CAR006,3-Wheeler,UP62CD8980,Euler HiLoad,2023,Petrol,9.15,7.3,391489,2023-07-12 00:00:00,2025-01-31 00:00:00,TRUE,2026-04-21 00:00:00,Uttar Pradesh,DRV00972,TRUE
VEH03960,CAR007,Refrigerated Truck,UP89AB1027,Maruti Super Carry,2012,Petrol,15.72,20.8,11239,2024-07-03 00:00:00,2025-12-23 00:00:00,FALSE,2025-11-26 00:00:00,Uttar Pradesh,DRV01784,FALSE
VEH03961,CAR014,Container Truck,HR39AB1363,Bajaj RE,--,CNG,10.4,22.7,259776,2023-02-25 00:00:00,2025-07-19 00:00:00,1,2023-03-03 00:00:00,Haryana,DRV04872,TRUE
VEH03962,CAR011,3-Wheeler,TS75AB2960,Bajaj RE,2014,Petrol,13.81,10.6,295800,2024-11-17 00:00:00,2023-05-01 00:00:00,TRUE,2024-09-30 00:00:00,Telangana,DRV04193,TRUE
VEH03963,CAR010,Medium Truck,TN21XY7710,TATA 407,2008,Electric,20.95,16.8,499861,2021-08-06 00:00:00,2025-01-03 00:00:00,TRUE,2026-11-19 00:00:00,Tamil Nadu,DRV01650,TRUE
VEH03964,CAR011,Tempo,GJ18AB9367,Ashok Leyland DOST,2018,Petrol,13.58,16,100483,2021-08-13 00:00:00,2023-12-22 00:00:00,FALSE,2022-01-17 00:00:00,Gujarat,DRV00839,FALSE
VEH03965,CAR010,Container Truck,AS19PQ4715,Bajaj RE,2017,Petrol,1.91,15.5,397615,2022-10-11 00:00:00,2021-07-10 00:00:00,TRUE,2022-08-15 00:00:00,Assam,DRV04507,FALSE
VEH03966,CAR007,Medium Truck,MH36XY2279,Tata Ace,2024,Electric,22.11,8.1,350807,,2024-02-28 00:00:00,TRUE,2024-07-07 00:00:00,Maharashtra,DRV00200,FALSE
VEH03967,CAR003,Mini Truck,MH15EF2920,Tata LPT 1613,2015,Diesel,3.66,23.6,29531,2024-08-20 00:00:00,2024-04-10 00:00:00,FALSE,2026-09-15 00:00:00,Maharashtra,DRV02997,TRUE
VEH03968,CAR013,2-Wheeler,MP60CD6173,TVS King,2018,CNG,29.66,24,54031,2021-05-02 00:00:00,2025-09-06 00:00:00,FALSE,2026-05-17 00:00:00,Madhya Pradesh,DRV03549,FALSE
VEH03969,CAR012,Heavy Truck,GJ48AB2961,Mahindra Bolero Pickup,2008,Diesel,29.25,9.7,199508,2021-08-20 00:00:00,2023-06-04 00:00:00,TRUE,2026-08-18 00:00:00,Gujarat,DRV01519,FALSE
VEH03970,CAR015,Tempo,JH79EF4890,Ashok Leyland DOST,2009,LNG,21.42,3.9,,2021-11-10 00:00:00,2023-09-09 00:00:00,TRUE,2022-09-02 00:00:00,Jharkhand,DRV04395,FALSE
VEH03971,CAR013,3-Wheeler,PB52EF4623,Tata Ace,2024,LNG,18.66,14.4,73668,2021-09-04 00:00:00,2021-04-07 00:00:00,TRUE,2021-09-11 00:00:00,Punjab,DRV04780,FALSE
VEH03972,CAR007,Container Truck,GJ81PQ7062,Piaggio Ape,2008,Petrol,1.64,7.3,139830,2023-09-19 00:00:00,2024-06-04 00:00:00,TRUE,2024-03-24 00:00:00,Gujarat,DRV03402,TRUE
VEH03973,CAR001,Refrigerated Truck,KA26AB9855,Tata Ace,N/A,Diesel,--,11.1,170188,2022-11-09 00:00:00,2024-12-12 00:00:00,TRUE,2024-01-03 00:00:00,Karnataka,DRV04996,FALSE
VEH03974,CAR013,Pickup Van,TN78EF2780,Ashok Leyland DOST,2019,Electric,2.8,20.1,492179,2024-06-13 00:00:00,2021-02-13 00:00:00,TRUE,2026-04-21 00:00:00,Tamil Nadu,DRV03486,Active
VEH03975,CAR003,3-Wheeler,BR64XY1762,Hero Splendor,2010,LNG,16.47,23.8,449548,2022-12-27 00:00:00,2021-07-25 00:00:00,FALSE,2026-01-27 00:00:00,Bihar,DRV00029,TRUE
VEH03976,CAR001,Light Commercial Vehicle,JH75PQ4068,Force Traveller,2024,Electric,14.67,21.7,48101,2022-06-09 00:00:00,2025-11-21 00:00:00,TRUE,2023-04-12 00:00:00,Jharkhand,DRV02181,TRUE
VEH03977,CAR001,2-Wheeler,DL31PQ5729,Bajaj RE,2016,LNG,6.03,4.4,157817,2022-07-23 00:00:00,2022-08-19 00:00:00,TRUE,2022-03-18 00:00:00,Delhi,DRV04179,TRUE
VEH03978,CAR007,Light Commercial Vehicle,KA59AB1732,TVS King,2022,Electric,13.23,14.8,344248,2022-10-07 00:00:00,2021-06-03 00:00:00,FALSE,2023-10-30 00:00:00,Karnataka,DRV04483,TRUE
VEH03979,CAR008,Mini Truck,JH43EF8234,BharatBenz 1415,2011,CNG,11.27,8.5,314078,2024-04-11 00:00:00,2022-06-22 00:00:00,TRUE,2021-02-23 00:00:00,Jharkhand,DRV01512,TRUE
VEH03980,CAR015,2-Wheeler,DL88XY9310,TATA 407,2024,Electric,13.89,22,165116,2021-03-20 00:00:00,2022-02-03 00:00:00,TRUE,2022-06-28 00:00:00,Delhi,DRV04236,TRUE
VEH03981,CAR008,Mini Truck,UK80EF8432,Mahindra Bolero Pickup,--,Electric,18.23,15.8,510,2023-06-07 00:00:00,2025-11-12 00:00:00,TRUE,2026-04-25 00:00:00,Uttarakhand,DRV00659,TRUE
VEH03982,CAR002,Light Commercial Vehicle,MH76PQ4732,BharatBenz 1415,2022,Diesel,16.9,11.4,446938,2024-03-15 00:00:00,2024-03-04 00:00:00,FALSE,2025-12-20 00:00:00,Maharashtra,DRV00886,FALSE
VEH03983,CAR003,Refrigerated Truck,RJ15EF5419,Hero Splendor,2024,Petrol,12.87,5.6,178251,2022-04-08 00:00:00,2025-08-05 00:00:00,TRUE,2021-11-10 00:00:00,Rajasthan,DRV01945,FALSE
VEH03984,CAR012,Mini Truck,TS13PQ4249,Piaggio Ape,2012,Electric,9.06,19.5,215407,2023-07-04 00:00:00,2021-08-16 00:00:00,TRUE,2022-06-27 00:00:00,Telangana,DRV00738,TRUE
VEH03985,CAR004,Heavy Truck,HP23CD7703,Piaggio Ape,2022,LNG,24.46,16.9,112461,2021-10-05 00:00:00,2023-01-14 00:00:00,FALSE,2025-05-09 00:00:00,Himachal Pradesh,DRV01595,FALSE
VEH03986,CAR012,Mini Truck,BR22AB5654,BharatBenz 1415,2022,Electric,0.73,,399990,2022-01-16 00:00:00,2022-02-13 00:00:00,FALSE,2022-04-20 00:00:00,Bihar,DRV03688,FALSE
VEH03987,CAR001,Light Commercial Vehicle,OD21EF1989,TATA 407,2022,Petrol,26.37,16.1,341314,2022-08-27 00:00:00,2022-06-09 00:00:00,TRUE,2025-04-03 00:00:00,Odisha,DRV02597,FALSE
VEH03988,CAR013,2-Wheeler,WB13PQ2846,Mahindra Bolero Pickup,2011,Petrol,15.76,22.2,327217,2024-12-12 00:00:00,2021-03-29 00:00:00,TRUE,2025-11-25 00:00:00,West Bengal,DRV01376,TRUE
VEH03989,CAR009,2-Wheeler,UP89XY5058,Euler HiLoad,2019,LNG,4.56,5.6,239946,2023-03-29 00:00:00,2021-08-06 00:00:00,FALSE,2023-10-24 00:00:00,Uttar Pradesh,DRV01208,FALSE
VEH03990,CAR008,3-Wheeler,HR86CD4708,Force Traveller,2020,LNG,20.1,21.4,65947,2022-11-03 00:00:00,2025-02-12 00:00:00,Yes,2026-05-26 00:00:00,Haryana,DRV03859,TRUE
VEH03991,CAR001,Heavy Truck,PB52EF1823,Force Traveller,2021,LNG,19.85,18.6,455914,2022-10-10 00:00:00,2021-07-28 00:00:00,FALSE,2023-11-01 00:00:00,Punjab,DRV02035,TRUE
VEH03992,CAR015,Container Truck,RJ38XY4291,Hero Splendor,2023,Petrol,6.13,21.9,355453,2022-09-11 00:00:00,2024-11-29 00:00:00,FALSE,2022-06-28 00:00:00,Rajasthan,DRV02675,TRUE
VEH03993,CAR005,Heavy Truck,OD95AB8570,TATA 407,2011,Petrol,29.15,13.9,154269,2023-06-07 00:00:00,2022-06-12 00:00:00,FALSE,2026-04-10 00:00:00,Odisha,DRV02628,TRUE
VEH03994,CAR005,2-Wheeler,TN96PQ9050,Hero Splendor,2016,CNG,7.11,17.4,383826,2023-09-10 00:00:00,2021-02-16 00:00:00,TRUE,2026-07-30 00:00:00,Tamil Nadu,DRV04900,TRUE
VEH03995,CAR011,Pickup Van,KL49AB7030,Euler HiLoad,2008,LNG,23.58,12.3,196278,2023-11-15 00:00:00,2022-04-15 00:00:00,FALSE,2026-07-31 00:00:00,Kerala,DRV03242,TRUE
VEH03996,CAR001,Heavy Truck,DL15CD9600,Maruti Super Carry,2008,Petrol,5.06,11.3,171077,2023-03-15 00:00:00,2022-03-25 00:00:00,FALSE,2022-04-20 00:00:00,Delhi,DRV01093,TRUE
VEH03997,CAR012,Mini Truck,UP70EF9689,Yulu Miracle,2021,CNG,2.08,16.6,230004,2023-08-15 00:00:00,2021-05-04 00:00:00,TRUE,2023-07-11 00:00:00,Uttar Pradesh,DRV02739,FALSE
VEH03998,CAR005,Heavy Truck,BR90CD1450,TVS King,2012,Diesel,17.79,14,335589,2022-12-09 00:00:00,2025-07-11 00:00:00,FALSE,2026-08-28 00:00:00,Bihar,DRV03443,FALSE
VEH03999,CAR015,Light Commercial Vehicle,AS79EF1577,Yulu Miracle,2017,LNG,23.41,17.7,51843,2023-03-09 00:00:00,2021-12-31 00:00:00,FALSE,2021-04-03 00:00:00,Assam,DRV01959,TRUE
VEH04000,CAR001,Refrigerated Truck,MH31EF4486,Yulu Miracle,2017,Diesel,13.98,9.3,240654,2023-02-14 00:00:00,2025-05-04 00:00:00,FALSE,2024-06-13 00:00:00,Maharashtra,DRV00965,FALSE
VEH04001,CAR013,Medium Truck,RJ72PQ6643,Maruti Super Carry,2008,Electric,14.09,13.4,132758,2022-09-23 00:00:00,2024-05-24 00:00:00,TRUE,2026-06-06 00:00:00,Rajasthan,DRV02196,FALSE
VEH04002,CAR015,Mini Truck,RJ16CD9536,Bajaj RE,2016,Electric,6.79,18.6,186169,2024-05-02 00:00:00,2023-04-28 00:00:00,FALSE,2023-01-29 00:00:00,Rajasthan,DRV02911,FALSE
VEH04003,CAR004,Mini Truck,UP64PQ9037,Ashok Leyland DOST,2015,Electric,18.87,4.8,385050,2021-12-11 00:00:00,2022-03-18 00:00:00,FALSE,2026-07-09 00:00:00,Uttar Pradesh,DRV01725,TRUE
VEH04004,CAR010,2-Wheeler,TN31AB8915,Force Traveller,2016,Petrol,24.82,9.1,64946,2023-06-20 00:00:00,2022-06-08 00:00:00,FALSE,2022-10-12 00:00:00,Tamil Nadu,DRV03367,FALSE
VEH04005,CAR015,3-Wheeler,TS30EF1840,Bajaj RE,2010,CNG,15.19,23.4,47645,2024-05-22 00:00:00,2025-09-02 00:00:00,FALSE,2023-10-24 00:00:00,Telangana,DRV02823,no
VEH04006,CAR004,Pickup Van,OD98PQ7703,TVS King,2020,CNG,17.48,13.4,32550,2023-11-19 00:00:00,2022-09-13 00:00:00,FALSE,2023-09-11 00:00:00,Odisha,DRV00612,FALSE
VEH04007,CAR008,3-Wheeler,GA36EF6992,Ashok Leyland DOST,2022,CNG,20.04,20.8,464524,2024-05-21 00:00:00,2022-11-11 00:00:00,TRUE,2025-08-05 00:00:00,Goa,DRV01139,FALSE
VEH04008,CAR012,2-Wheeler,TS72AB2510,Tata LPT 1613,2012,CNG,24.75,14.4,471146,2021-02-25 00:00:00,2025-03-15 00:00:00,FALSE,2024-12-28 00:00:00,Telangana,DRV04803,FALSE
VEH04009,CAR001,3-Wheeler,UP17XY4821,Euler HiLoad,2008,CNG,8.22,22.2,488678,2022-05-20 00:00:00,2022-06-15 00:00:00,TRUE,2022-03-24 00:00:00,Uttar Pradesh,DRV03479,FALSE
VEH04010,CAR011,Heavy Truck,HR35AB5734,Ashok Leyland DOST,2016,CNG,6.11,23.1,335562,2023-02-25 00:00:00,2024-09-13 00:00:00,TRUE,2023-11-16 00:00:00,Haryana,DRV04984,TRUE
VEH04011,CAR009,Pickup Van,HP57PQ2778,Piaggio Ape,N/A,Petrol,18.45,17.8,356771,2022-02-02 00:00:00,2024-09-17 00:00:00,FALSE,2022-05-20 00:00:00,Himachal Pradesh,DRV03431,TRUE
VEH04012,CAR006,Container Truck,RJ80XY1662,Hero Splendor,2021,Electric,12.19,11,398650,2021-08-08 00:00:00,2022-10-19 00:00:00,TRUE,2022-04-10 00:00:00,Rajasthan,DRV03689,TRUE
VEH04013,CAR008,Heavy Truck,GJ82PQ5497,Tata Ace,2024,Diesel,7.45,18,429647,2022-08-18 00:00:00,2023-01-27 00:00:00,FALSE,2021-06-03 00:00:00,Gujarat,DRV00366,TRUE
VEH04014,CAR008,Mini Truck,KA14CD7168,Ashok Leyland DOST,2018,Electric,3.55,20,331189,2022-06-02 00:00:00,2024-08-23 00:00:00,TRUE,2024-11-09 00:00:00,Karnataka,DRV02093,TRUE
VEH04015,CAR011,Container Truck,KA17EF3216,TVS King,2024,Petrol,14.37,14.2,16507,2024-10-23 00:00:00,2021-09-19 00:00:00,TRUE,2023-04-09 00:00:00,Karnataka,DRV03936,TRUE
VEH04016,CAR008,Container Truck,KA95CD1828,TVS King,2013,Petrol,14.93,4.4,107158,,2024-07-17 00:00:00,FALSE,2023-02-12 00:00:00,Karnataka,DRV01565,FALSE
VEH04017,CAR002,2-Wheeler,TN81EF7342,Ashok Leyland DOST,2021,Petrol,0.74,12.4,231539,2021-03-12 00:00:00,2024-07-25 00:00:00,FALSE,2022-05-10 00:00:00,Tamil Nadu,DRV04076,FALSE
VEH04018,CAR015,2-Wheeler,TN22AB1316,Eicher Pro 2049,2012,CNG,26.25,24.7,120594,2023-05-31 00:00:00,2021-12-20 00:00:00,FALSE,2026-04-07 00:00:00,Tamil Nadu,DRV00333,FALSE
VEH04019,CAR009,Mini Truck,OD84AB3107,Force Traveller,2009,CNG,10.14,24.7,,2022-11-29 00:00:00,2022-04-01 00:00:00,FALSE,2023-06-19 00:00:00,Odisha,DRV03684,FALSE
VEH04020,CAR005,Light Commercial Vehicle,HP74CD4390,Piaggio Ape,2019,Diesel,15.01,16.4,171399,2021-10-26 00:00:00,2024-06-23 00:00:00,FALSE,2021-10-31 00:00:00,Himachal Pradesh,DRV04467,yes
VEH04021,CAR001,Heavy Truck,GA24CD1437,Tata LPT 1613,2011,Diesel,20.12,,134595,2021-01-14 00:00:00,2023-06-30 00:00:00,FALSE,2022-03-01 00:00:00,Goa,DRV01897,FALSE
VEH04022,CAR004,2-Wheeler,UK84AB3637,BharatBenz 1415,2021,Petrol,17.1,21.1,17600,2022-09-19 00:00:00,2024-03-21 00:00:00,FALSE,2024-10-28 00:00:00,Uttarakhand,DRV00337,FALSE
VEH04023,CAR003,Container Truck,RJ22EF8078,Euler HiLoad,2011,Diesel,16.67,19.2,363035,2023-08-08 00:00:00,2022-11-27 00:00:00,TRUE,2025-07-12 00:00:00,Rajasthan,DRV00257,TRUE
VEH04024,CAR003,Light Commercial Vehicle,KA52AB5926,BharatBenz 1415,2014,CNG,9.66,16.4,303589,2024-05-16 00:00:00,2025-01-18 00:00:00,FALSE,2026-03-19 00:00:00,Karnataka,DRV04564,TRUE
VEH04025,CAR004,Refrigerated Truck,JH30XY1987,BharatBenz 1415,2016,Electric,16.4,23.8,84618,2022-11-06 00:00:00,2023-05-19 00:00:00,FALSE,2025-02-07 00:00:00,Jharkhand,DRV02760,FALSE
VEH04026,CAR002,Refrigerated Truck,GA37XY3433,Euler HiLoad,2016,Petrol,27.76,6.7,320302,2023-02-24 00:00:00,2025-07-28 00:00:00,FALSE,2026-05-25 00:00:00,Goa,DRV00836,FALSE
VEH04027,CAR015,2-Wheeler,HR60AB3797,Tata LPT 1613,2023,LNG,24.79,,493733,2022-01-19 00:00:00,2022-07-14 00:00:00,FALSE,2026-07-26 00:00:00,Haryana,DRV01830,TRUE
VEH04028,CAR009,3-Wheeler,RJ72PQ9833,Euler HiLoad,2008,Diesel,25.61,10.1,56033,2022-03-09 00:00:00,2024-06-18 00:00:00,TRUE,2026-10-05 00:00:00,Rajasthan,DRV02257,FALSE
VEH04029,CAR007,3-Wheeler,MH57CD7206,Eicher Pro 2049,2016,CNG,26,23.3,263239,2021-07-30 00:00:00,2022-03-03 00:00:00,FALSE,2026-01-31 00:00:00,Maharashtra,DRV02689,FALSE
